Variables;Importance
results_flawfinder_error_buffer-strcat;-0.0774
results_flawfinder_note_input-fread;-0.0745
results_flawfinder_error_shell-popen;-0.0724
results_flawfinder_note_buffer-wcscpy;-0.0724
results_flawfinder_warning_buffer-getopt_long;-0.0723
results_flawfinder_note_buffer-CopyMemory;-0.0722
results_flawfinder_error_buffer-StrCatBuffW;-0.0715
results_flawfinder_note_format-wprintf;-0.0706
results_flawfinder_note_buffer-wchar_t;-0.0700
results_flawfinder_error_format-vprintf;-0.0699
results_flawfinder_warning_random-srandom;-0.0699
results_flawfinder_error_format-syslog;-0.0699
results_flawfinder_note_buffer-scanf;-0.0698
results_flawfinder_note_input-recvfrom;-0.0695
results_flawfinder_error_crypto-crypt;-0.0684
results_flawfinder_note_buffer-MultiByteToWideChar;-0.0679
results_flawfinder_error_format-sprintf;-0.0678
results_flawfinder_note_buffer-getchar;-0.0678
results_flawfinder_note_buffer-wcsncpy;-0.0676
results_flawfinder_error_shell-WinExec;-0.0672
results_flawfinder_error_buffer-StrCpyA;-0.0672
results_flawfinder_error_buffer-StrCatA;-0.0672
results_flawfinder_note_format-_sntprintf;-0.0672
results_flawfinder_error_shell-execl;-0.0672
results_flawfinder_note_buffer-_tcslen;-0.0672
results_flawfinder_error_shell-ShellExecute;-0.0672
results_flawfinder_note_buffer-_tcsncpy;-0.0672
results_flawfinder_error_buffer-StrCatChainW;-0.0672
results_flawfinder_error_format-vsprintf;-0.0672
results_flawfinder_warning_shell-CreateProcess;-0.0672
results_flawfinder_error_buffer-sscanf;-0.0672
results_flawfinder_error_buffer-StrCpyNA;-0.0672
results_flawfinder_warning_misc-LoadLibraryEx;-0.0672
results_flawfinder_error_buffer-lstrcpy;-0.0672
results_flawfinder_error_buffer-swprintf;-0.0672
results_flawfinder_error_buffer-_tcscat;-0.0672
results_flawfinder_note_buffer-swprintf;-0.0672
results_flawfinder_note_buffer-_tcscat;-0.0672
results_flawfinder_error_access-RpcImpersonateClient;-0.0672
results_flawfinder_error_access-ImpersonateSecurityContext;-0.0672
results_flawfinder_note_format-_snprintf;-0.0672
results_flawfinder_note_format-vprintf;-0.0672
results_flawfinder_error_buffer-vsscanf;-0.0672
results_flawfinder_warning_misc-chroot;-0.0672
results_flawfinder_note_buffer-fscanf;-0.0672
results_flawfinder_note_input-readv;-0.0672
results_flawfinder_error_misc-SetSecurityDescriptorDacl;-0.0672
results_flawfinder_error_race-chown;-0.0672
results_flawfinder_note_input-recv;-0.0666
results_flawfinder_error_format-printf;-0.0663
results_flawfinder_note_buffer-getc;-0.0655
