mean_fpr,mean_tpr,tprs_lower,tprs_upper
0.0,0.0,0.0,0.0
0.010101010101010102,0.01491151263502257,0.009756025189998144,0.020067000080046995
0.020202020202020204,0.030912841757212622,0.015006038809329453,0.046819644705095795
0.030303030303030304,0.041763245033112587,0.02467410429537753,0.05885238577084764
0.04040404040404041,0.052538631346578366,0.03819548892298606,0.06688177377017067
0.05050505050505051,0.05804443441032845,0.04470639679882682,0.07138247202183008
0.06060606060606061,0.06850040136463978,0.05767181183127128,0.07932899089800828
0.07070707070707072,0.08279567195130108,0.06328848139616418,0.10230286250643798
0.08080808080808081,0.09458547951925436,0.06874567742405742,0.1204252816144513
0.09090909090909091,0.10516255267910897,0.07772665095088169,0.13259845440733625
0.10101010101010102,0.11426795549312108,0.08923919646513198,0.13929671452111017
0.11111111111111112,0.12415795212237424,0.09806779456285414,0.15024810968189434
0.12121212121212122,0.1362006002891583,0.10945859738377908,0.16294260319453754
0.13131313131313133,0.1443750967401086,0.11646793394929417,0.17228225953092302
0.14141414141414144,0.161299342338159,0.1386792926107586,0.18391939206555943
0.15151515151515152,0.17248658211642212,0.1502129142977307,0.19476024993511354
0.16161616161616163,0.18443655122884314,0.16266464265578534,0.20620845980190095
0.17171717171717174,0.19613892682262052,0.17464001173408333,0.2176378419111577
0.18181818181818182,0.2056235537375565,0.18179738590410674,0.22944972157100627
0.19191919191919193,0.21586032126390461,0.1900172285949139,0.24170341393289532
0.20202020202020204,0.22551021843103136,0.19666243761575297,0.25435799924630975
0.21212121212121213,0.24009740237319327,0.21208420413451964,0.26811060061186687
0.22222222222222224,0.2516194983496049,0.22334541062269217,0.27989358607651765
0.23232323232323235,0.2640453337065772,0.2358822326595864,0.29220843475356795
0.24242424242424243,0.2743345712978125,0.24348198455386233,0.3051871580417627
0.25252525252525254,0.28715686572674054,0.25587190415448224,0.31844182729899884
0.26262626262626265,0.3002746091266142,0.2697862754767102,0.3307629427765182
0.27272727272727276,0.3156038257839292,0.2880334762952932,0.3431741752725652
0.2828282828282829,0.3291286968820291,0.3016404970365712,0.35661689672748703
0.29292929292929293,0.3426468785694661,0.3149301707758833,0.37036358636304884
