Variables;Importance
results_ktlint_None_keyword-spacing;-0.0264
results_ktlint_None_final-newline;-0.0248
results_ktlint_None_parameter-list-wrapping;-0.0183
results_ktlint_None_no-line-break-before-assignment;-0.0130
results_ktlint_None_no-empty-class-body;-0.0035
results_ktlint_None_no-multi-spaces;-0.0030
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_paren-spacing;0.0006
results_ktlint_None_modifier-order;0.0041
results_ktlint_None_no-unused-imports;0.0053
results_ktlint_None_range-spacing;0.0105
results_ktlint_None_no-unit-return;0.0141
results_ktlint_None_no-wildcard-imports;0.0173
results_ktlint_None_comma-spacing;0.0182
results_ktlint_None_no-semi;0.0192
results_ktlint_None_no-blank-line-before-rbrace;0.0200
results_ktlint_None_op-spacing;0.0255
results_ktlint_None_curly-spacing;0.0267
results_ktlint_None_comment-spacing;0.0272
results_ktlint_None_no-consecutive-blank-lines;0.0300
results_ktlint_None_chain-wrapping;0.0333
results_ktlint_None_no-trailing-spaces;0.0339
results_ktlint_None_;0.0396
results_ktlint_None_import-ordering;0.0470
results_ktlint_None_string-template;0.0489
results_ktlint_None_colon-spacing;0.0655
results_ktlint_None_indent;0.0656
results_ktlint_None_dot-spacing;0.0665
