Variables;Importance
results_ktlint_None_no-unused-imports;-0.0604
results_ktlint_None_no-consecutive-blank-lines;-0.0347
results_ktlint_None_colon-spacing;-0.0312
results_ktlint_None_comment-spacing;-0.0297
results_ktlint_None_no-line-break-before-assignment;-0.0271
results_ktlint_None_no-multi-spaces;-0.0240
results_ktlint_None_no-empty-class-body;-0.0220
results_ktlint_None_parameter-list-wrapping;-0.0212
results_ktlint_None_no-wildcard-imports;-0.0191
results_ktlint_None_no-unit-return;-0.0186
results_ktlint_None_paren-spacing;-0.0183
results_ktlint_None_range-spacing;-0.0173
results_ktlint_None_no-trailing-spaces;-0.0152
results_ktlint_None_string-template;-0.0117
results_ktlint_None_op-spacing;-0.0086
results_ktlint_None_modifier-order;-0.0053
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_keyword-spacing;0.0002
results_ktlint_None_no-semi;0.0007
results_ktlint_None_dot-spacing;0.0011
results_ktlint_None_curly-spacing;0.0097
results_ktlint_None_final-newline;0.0128
results_ktlint_None_no-blank-line-before-rbrace;0.0152
results_ktlint_None_import-ordering;0.0198
results_ktlint_None_comma-spacing;0.0216
results_ktlint_None_;0.0228
results_ktlint_None_chain-wrapping;0.0388
results_ktlint_None_indent;0.0987
