Variables;Importance
results_ktlint_None_indent;-0.0263
results_ktlint_None_modifier-order;-0.0222
results_ktlint_None_parameter-list-wrapping;-0.0101
results_ktlint_None_no-semi;-0.0053
results_ktlint_None_paren-spacing;-0.0036
results_ktlint_None_dot-spacing;-0.0022
results_ktlint_None_no-wildcard-imports;-0.0009
results_ktlint_None_op-spacing;-0.0007
results_ktlint_None_chain-wrapping;0.0038
results_ktlint_None_no-empty-class-body;0.0076
results_ktlint_None_no-unit-return;0.0100
results_ktlint_None_;0.0106
results_ktlint_None_no-trailing-spaces;0.0120
results_ktlint_None_range-spacing;0.0134
results_ktlint_None_curly-spacing;0.0136
results_ktlint_None_string-template;0.0183
results_ktlint_None_import-ordering;0.0189
results_ktlint_None_no-unused-imports;0.0196
results_ktlint_None_comma-spacing;0.0205
results_ktlint_None_comment-spacing;0.0213
results_ktlint_None_colon-spacing;0.0219
results_ktlint_None_final-newline;0.0231
results_ktlint_None_no-blank-line-before-rbrace;0.0255
results_ktlint_None_no-line-break-after-else;0.0326
results_ktlint_None_no-multi-spaces;0.0472
results_ktlint_None_no-consecutive-blank-lines;0.0497
results_ktlint_None_keyword-spacing;0.0500
results_ktlint_None_no-line-break-before-assignment;0.0616
