CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
8.137668626772744,3.8800823381292124,2.5827814569536427,1.3796467984105734,91.86233137322726,3.880082338129215,97.41721854304635,1.3796467984105756,81.30023387929324,0.46553123235189786,97.41721854304635,1.3796467984105756,56.550418690892236,0.033460545164213866,88.62448326784734,0.43953767725332654,11.579743960241544,4.462529390154711
