CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
1.9243136284936928,1.9752393477623609,0.8718132126049511,0.5614949704789512,98.07568637150631,1.9752393477623633,99.12818678739505,0.5614949704789515,77.7667802991644,0.26766020336950264,99.12818678739505,0.5614949704789515,51.459523190789504,0.017993490808056373,87.15620388852385,0.16368815358351435,3.5094138711096656,4.301669828074323
