Variables,Importance
results_ktlint_None_curly-spacing,-0.0278
results_ktlint_None_colon-spacing,-0.0266
results_ktlint_None_no-wildcard-imports,-0.0166
results_ktlint_None_,-0.0161
results_ktlint_None_no-consecutive-blank-lines,-0.0138
results_ktlint_None_no-semi,-0.0119
results_ktlint_None_comment-spacing,-0.0095
results_ktlint_None_no-unused-imports,-0.0093
results_ktlint_None_parameter-list-wrapping,-0.0070
results_ktlint_None_paren-spacing,-0.0043
results_ktlint_None_modifier-order,-0.0038
results_ktlint_None_comma-spacing,-0.0035
results_ktlint_None_no-line-break-before-assignment,-0.0021
results_ktlint_None_string-template,-0.0020
results_ktlint_None_import-ordering,-0.0015
results_ktlint_None_no-empty-class-body,-0.0015
results_ktlint_None_op-spacing,-0.0013
results_ktlint_None_dot-spacing,0.0000
results_ktlint_None_range-spacing,0.0000
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_no-trailing-spaces,0.0013
results_ktlint_None_final-newline,0.0017
results_ktlint_None_no-unit-return,0.0022
results_ktlint_None_no-blank-line-before-rbrace,0.0033
results_ktlint_None_chain-wrapping,0.0044
results_ktlint_None_no-multi-spaces,0.0075
results_ktlint_None_indent,0.0125
results_ktlint_None_keyword-spacing,0.0287
