Variables,Importance
results_ktlint_None_no-consecutive-blank-lines,-0.0423
results_ktlint_None_parameter-list-wrapping,-0.0134
results_ktlint_None_no-semi,-0.0134
results_ktlint_None_comma-spacing,-0.0111
results_ktlint_None_string-template,-0.0095
results_ktlint_None_chain-wrapping,-0.0065
results_ktlint_None_no-unit-return,-0.0062
results_ktlint_None_range-spacing,-0.0014
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_paren-spacing,0.0007
results_ktlint_None_modifier-order,0.0011
results_ktlint_None_dot-spacing,0.0011
results_ktlint_None_no-line-break-before-assignment,0.0024
results_ktlint_None_op-spacing,0.0036
results_ktlint_None_no-blank-line-before-rbrace,0.0074
results_ktlint_None_no-multi-spaces,0.0078
results_ktlint_None_no-empty-class-body,0.0078
results_ktlint_None_comment-spacing,0.0171
results_ktlint_None_final-newline,0.0189
results_ktlint_None_keyword-spacing,0.0193
results_ktlint_None_no-unused-imports,0.0200
results_ktlint_None_curly-spacing,0.0246
results_ktlint_None_import-ordering,0.0301
results_ktlint_None_colon-spacing,0.0383
results_ktlint_None_no-wildcard-imports,0.0402
results_ktlint_None_no-trailing-spaces,0.0411
results_ktlint_None_,0.1118
results_ktlint_None_indent,0.1332
