CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
6.8655701211971305,3.3924232850676193,5.026866421014441,1.7515601409362724,93.13442987880288,3.39242328506762,94.97313357898557,1.7515601409362764,77.92375898357652,0.4022808198095594,94.97313357898557,1.7515601409362764,50.44382721982331,0.011895616249617207,85.59799518317848,0.6393750020800467,3.1225149121286444,3.7490454521198897
