Variables,Importance
results_ktlint_None_no-consecutive-blank-lines,-0.0366
results_ktlint_None_comment-spacing,-0.0194
results_ktlint_None_comma-spacing,-0.0156
results_ktlint_None_no-unused-imports,-0.0122
results_ktlint_None_op-spacing,-0.0112
results_ktlint_None_final-newline,-0.0087
results_ktlint_None_no-unit-return,-0.0079
results_ktlint_None_dot-spacing,-0.0065
results_ktlint_None_no-blank-line-before-rbrace,-0.0037
results_ktlint_None_no-empty-class-body,-0.0022
results_ktlint_None_chain-wrapping,-0.0008
results_ktlint_None_range-spacing,-0.0006
results_ktlint_None_no-multi-spaces,-0.0003
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_modifier-order,0.0006
results_ktlint_None_no-semi,0.0039
results_ktlint_None_paren-spacing,0.0055
results_ktlint_None_no-trailing-spaces,0.0070
results_ktlint_None_curly-spacing,0.0081
results_ktlint_None_no-line-break-before-assignment,0.0102
results_ktlint_None_parameter-list-wrapping,0.0110
results_ktlint_None_string-template,0.0120
results_ktlint_None_colon-spacing,0.0229
results_ktlint_None_keyword-spacing,0.0290
results_ktlint_None_indent,0.0415
results_ktlint_None_,0.0453
results_ktlint_None_import-ordering,0.0537
results_ktlint_None_no-wildcard-imports,0.0581
