mean_fpr,mean_tpr,tprs_lower,tprs_upper
0.0,0.0,0.0,0.0
0.010101010101010102,0.011462414374657507,0.007347432290756142,0.015577396458558872
0.020202020202020204,0.022924828749315014,0.014694864581512285,0.031154792917117743
0.030303030303030304,0.03703735639441994,0.01872165167461224,0.05535306111422764
0.04040404040404041,0.05011477006014085,0.02184505792322877,0.07838448219705292
0.05050505050505051,0.06723489020541969,0.028511643543831636,0.10595813686700774
0.06060606060606061,0.08016804148082132,0.0341902274114255,0.12614585555021715
0.07070707070707072,0.09173706546971808,0.04449490982481628,0.13897922111461988
0.08080808080808081,0.09991294575664098,0.04986690533122229,0.14995898618205966
0.09090909090909091,0.11652019501962427,0.06775158029744485,0.16528880974180368
0.10101010101010102,0.12556402040640388,0.07587488590235385,0.1752531549104539
0.11111111111111112,0.13955867326614557,0.086134673350485,0.19298267318180615
0.12121212121212122,0.14791093340371148,0.092004791453927,0.20381707535349597
0.13131313131313133,0.156286800195403,0.10073024164176492,0.2118433587490411
0.14141414141414144,0.17239585814398822,0.11911775698850632,0.22567395929947012
0.15151515151515152,0.18429159778165638,0.12825284307799972,0.24033035248531304
0.16161616161616163,0.19272748717403665,0.1374398120764892,0.2480151622715841
0.17171717171717174,0.20617523019174847,0.1537880269431036,0.2585624334403933
0.18181818181818182,0.2133360920039114,0.16025506368463516,0.26641712032318765
0.19191919191919193,0.21955101104209124,0.1633800003356422,0.27572202174854027
0.20202020202020204,0.22897415485317443,0.17247085130790338,0.2854774583984455
0.21212121212121213,0.23878459533350624,0.18232163946800048,0.295247551199012
0.22222222222222224,0.24470803684055253,0.18644119239149576,0.3029748812896093
0.23232323232323235,0.2522958829538854,0.1917146356266216,0.31287713028114916
0.24242424242424243,0.258666678624761,0.1944166255669339,0.3229167316825881
0.25252525252525254,0.26747392243309187,0.20135972651488665,0.3335881183512971
0.26262626262626265,0.27705575957992,0.21036757867393063,0.3437439404859094
0.27272727272727276,0.2893043103384656,0.2236052947317591,0.3550033259451721
0.2828282828282829,0.2992013835015367,0.2326500029194289,0.3657527640836445
0.29292929292929293,0.31229995482893463,0.24793382884037185,0.3766660808174974
0.30303030303030304,0.3228830569672019,0.25830498346458586,0.3874611304698179
0.31313131313131315,0.3319592229742107,0.2659150540303988,0.39800339191802264
0.32323232323232326,0.34338733602720223,0.2778261323902919,0.40894853966411254
0.33333333333333337,0.35232266688175695,0.2851106693926794,0.41953466437083453
