CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
14.723975629747935,7.222802403640834,10.81204001026396,4.926877048946502,85.27602437025206,7.222802403640832,89.18795998973603,4.926877048946501,73.49715959890815,2.4026482917526617,89.18795998973603,4.926877048946501,51.68331957374184,0.07070725655080419,80.56260853463144,3.30940977201649,5.9764843852764304,14.943097359603469
