Variables;Importance
results_ktlint_None_chain-wrapping;-0.0154
results_ktlint_None_;-0.0149
results_ktlint_None_no-wildcard-imports;-0.0112
results_ktlint_None_paren-spacing;-0.0082
results_ktlint_None_no-empty-class-body;-0.0076
results_ktlint_None_comma-spacing;-0.0071
results_ktlint_None_comment-spacing;-0.0057
results_ktlint_None_op-spacing;-0.0044
results_ktlint_None_no-blank-line-before-rbrace;-0.0041
results_ktlint_None_keyword-spacing;-0.0027
results_ktlint_None_no-line-break-before-assignment;-0.0019
results_ktlint_None_no-line-break-after-else;-0.0018
results_ktlint_None_no-semi;-0.0007
results_ktlint_None_parameter-list-wrapping;0.0010
results_ktlint_None_range-spacing;0.0033
results_ktlint_None_modifier-order;0.0037
results_ktlint_None_final-newline;0.0050
results_ktlint_None_colon-spacing;0.0071
results_ktlint_None_no-unit-return;0.0089
results_ktlint_None_string-template;0.0090
results_ktlint_None_import-ordering;0.0168
results_ktlint_None_no-multi-spaces;0.0181
results_ktlint_None_curly-spacing;0.0181
results_ktlint_None_indent;0.0219
results_ktlint_None_no-trailing-spaces;0.0246
results_ktlint_None_no-consecutive-blank-lines;0.0273
results_ktlint_None_no-unused-imports;0.0299
results_ktlint_None_dot-spacing;0.0831
