Variables;Importance
results_ktlint_None_indent;-0.0520
results_ktlint_None_no-consecutive-blank-lines;-0.0266
results_ktlint_None_keyword-spacing;-0.0230
results_ktlint_None_modifier-order;-0.0204
results_ktlint_None_paren-spacing;-0.0125
results_ktlint_None_;-0.0064
results_ktlint_None_curly-spacing;-0.0047
results_ktlint_None_no-wildcard-imports;-0.0033
results_ktlint_None_final-newline;-0.0029
results_ktlint_None_chain-wrapping;-0.0027
results_ktlint_None_no-blank-line-before-rbrace;0.0006
results_ktlint_None_no-line-break-before-assignment;0.0014
results_ktlint_None_dot-spacing;0.0017
results_ktlint_None_op-spacing;0.0041
results_ktlint_None_no-line-break-after-else;0.0057
results_ktlint_None_no-unused-imports;0.0077
results_ktlint_None_string-template;0.0083
results_ktlint_None_range-spacing;0.0092
results_ktlint_None_comment-spacing;0.0095
results_ktlint_None_no-unit-return;0.0107
results_ktlint_None_parameter-list-wrapping;0.0118
results_ktlint_None_import-ordering;0.0157
results_ktlint_None_no-semi;0.0158
results_ktlint_None_no-multi-spaces;0.0162
results_ktlint_None_comma-spacing;0.0189
results_ktlint_None_colon-spacing;0.0219
results_ktlint_None_no-empty-class-body;0.0254
results_ktlint_None_no-trailing-spaces;0.0275
