Variables;Importance
results_ktlint_None_comment-spacing;-0.0206
results_ktlint_None_paren-spacing;-0.0157
results_ktlint_None_parameter-list-wrapping;-0.0146
results_ktlint_None_no-blank-line-before-rbrace;-0.0119
results_ktlint_None_range-spacing;-0.0118
results_ktlint_None_op-spacing;-0.0115
results_ktlint_None_no-trailing-spaces;-0.0114
results_ktlint_None_chain-wrapping;-0.0109
results_ktlint_None_no-line-break-after-else;-0.0084
results_ktlint_None_no-semi;-0.0083
results_ktlint_None_no-line-break-before-assignment;-0.0065
results_ktlint_None_import-ordering;-0.0050
results_ktlint_None_string-template;-0.0041
results_ktlint_None_keyword-spacing;-0.0041
results_ktlint_None_colon-spacing;-0.0019
results_ktlint_None_no-unit-return;0.0006
results_ktlint_None_modifier-order;0.0039
results_ktlint_None_no-consecutive-blank-lines;0.0046
results_ktlint_None_comma-spacing;0.0048
results_ktlint_None_no-empty-class-body;0.0077
results_ktlint_None_final-newline;0.0141
results_ktlint_None_indent;0.0163
results_ktlint_None_curly-spacing;0.0190
results_ktlint_None_no-multi-spaces;0.0246
results_ktlint_None_no-wildcard-imports;0.0247
results_ktlint_None_;0.0401
results_ktlint_None_dot-spacing;0.0471
results_ktlint_None_no-unused-imports;0.0479
