Variables;Importance
results_ktlint_None_no-consecutive-blank-lines;-0.0368
results_ktlint_None_string-template;-0.0218
results_ktlint_None_keyword-spacing;-0.0154
results_ktlint_None_no-line-break-before-assignment;-0.0058
results_ktlint_None_range-spacing;0.0000
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_comma-spacing;0.0093
results_ktlint_None_final-newline;0.0146
results_ktlint_None_import-ordering;0.0160
results_ktlint_None_parameter-list-wrapping;0.0177
results_ktlint_None_;0.0197
results_ktlint_None_modifier-order;0.0207
results_ktlint_None_comment-spacing;0.0208
results_ktlint_None_chain-wrapping;0.0218
results_ktlint_None_no-trailing-spaces;0.0222
results_ktlint_None_no-semi;0.0239
results_ktlint_None_paren-spacing;0.0287
results_ktlint_None_no-blank-line-before-rbrace;0.0323
results_ktlint_None_no-empty-class-body;0.0349
results_ktlint_None_no-wildcard-imports;0.0363
results_ktlint_None_op-spacing;0.0373
results_ktlint_None_colon-spacing;0.0385
results_ktlint_None_no-unit-return;0.0387
results_ktlint_None_no-unused-imports;0.0493
results_ktlint_None_indent;0.0510
results_ktlint_None_no-multi-spaces;0.0636
results_ktlint_None_curly-spacing;0.0748
results_ktlint_None_dot-spacing;0.1104
