Variables;Importance
results_ktlint_None_no-line-break-before-assignment;-0.0124
results_ktlint_None_string-template;-0.0060
results_ktlint_None_no-consecutive-blank-lines;-0.0001
results_ktlint_None_dot-spacing;0.0000
results_ktlint_None_range-spacing;0.0000
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_keyword-spacing;0.0014
results_ktlint_None_final-newline;0.0021
results_ktlint_None_paren-spacing;0.0049
results_ktlint_None_no-semi;0.0104
results_ktlint_None_no-wildcard-imports;0.0105
results_ktlint_None_;0.0113
results_ktlint_None_comma-spacing;0.0151
results_ktlint_None_no-empty-class-body;0.0192
results_ktlint_None_parameter-list-wrapping;0.0223
results_ktlint_None_no-multi-spaces;0.0224
results_ktlint_None_modifier-order;0.0226
results_ktlint_None_no-blank-line-before-rbrace;0.0235
results_ktlint_None_no-trailing-spaces;0.0244
results_ktlint_None_no-unit-return;0.0266
results_ktlint_None_chain-wrapping;0.0275
results_ktlint_None_import-ordering;0.0295
results_ktlint_None_colon-spacing;0.0312
results_ktlint_None_comment-spacing;0.0316
results_ktlint_None_indent;0.0352
results_ktlint_None_curly-spacing;0.0356
results_ktlint_None_op-spacing;0.0371
results_ktlint_None_no-unused-imports;0.0386
