Variables;Importance
results_ktlint_None_no-wildcard-imports;-0.0327
results_ktlint_None_comma-spacing;-0.0309
results_ktlint_None_no-unused-imports;-0.0185
results_ktlint_None_no-line-break-after-else;-0.0164
results_ktlint_None_no-consecutive-blank-lines;-0.0153
results_ktlint_None_parameter-list-wrapping;-0.0126
results_ktlint_None_colon-spacing;-0.0105
results_ktlint_None_comment-spacing;-0.0102
results_ktlint_None_no-empty-class-body;-0.0072
results_ktlint_None_modifier-order;-0.0062
results_ktlint_None_string-template;-0.0008
results_ktlint_None_final-newline;-0.0006
results_ktlint_None_chain-wrapping;0.0023
results_ktlint_None_no-multi-spaces;0.0030
results_ktlint_None_no-trailing-spaces;0.0031
results_ktlint_None_range-spacing;0.0048
results_ktlint_None_op-spacing;0.0055
results_ktlint_None_no-semi;0.0088
results_ktlint_None_paren-spacing;0.0096
results_ktlint_None_no-unit-return;0.0103
results_ktlint_None_no-blank-line-before-rbrace;0.0107
results_ktlint_None_;0.0131
results_ktlint_None_keyword-spacing;0.0190
results_ktlint_None_no-line-break-before-assignment;0.0240
results_ktlint_None_dot-spacing;0.0411
results_ktlint_None_import-ordering;0.0563
results_ktlint_None_curly-spacing;0.0637
results_ktlint_None_indent;0.0940
