Variables;Importance
results_ktlint_None_no-wildcard-imports;-0.0225
results_ktlint_None_comment-spacing;-0.0203
results_ktlint_None_chain-wrapping;-0.0192
results_ktlint_None_parameter-list-wrapping;-0.0188
results_ktlint_None_no-semi;-0.0183
results_ktlint_None_paren-spacing;-0.0180
results_ktlint_None_op-spacing;-0.0175
results_ktlint_None_no-trailing-spaces;-0.0168
results_ktlint_None_no-blank-line-before-rbrace;-0.0159
results_ktlint_None_final-newline;-0.0139
results_ktlint_None_no-unit-return;-0.0124
results_ktlint_None_no-line-break-after-else;-0.0122
results_ktlint_None_import-ordering;-0.0119
results_ktlint_None_string-template;-0.0115
results_ktlint_None_no-line-break-before-assignment;-0.0109
results_ktlint_None_range-spacing;-0.0082
results_ktlint_None_keyword-spacing;-0.0061
results_ktlint_None_dot-spacing;-0.0061
results_ktlint_None_no-empty-class-body;-0.0041
results_ktlint_None_no-consecutive-blank-lines;-0.0038
results_ktlint_None_colon-spacing;-0.0029
results_ktlint_None_modifier-order;0.0001
results_ktlint_None_indent;0.0016
results_ktlint_None_comma-spacing;0.0020
results_ktlint_None_no-multi-spaces;0.0053
results_ktlint_None_curly-spacing;0.0056
results_ktlint_None_no-unused-imports;0.0098
results_ktlint_None_;0.0380
