Issue,Importance
results_ktlint_None_no-unused-imports,0.02164738
results_ktlint_None_indent,0.05106357
results_ktlint_None_final-newline,0.11141016
results_ktlint_None_no-multi-spaces,0.01007368
results_ktlint_None_comma-spacing,0.00288345
results_ktlint_None_parameter-list-wrapping,0.00087900
results_ktlint_None_no-unit-return,-0.00289712
results_ktlint_None_no-trailing-spaces,0.03950367
results_ktlint_None_curly-spacing,0.01453390
results_ktlint_None_import-ordering,0.04345760
results_ktlint_None_no-wildcard-imports,0.03626465
results_ktlint_None_no-consecutive-blank-lines,0.05230578
results_ktlint_None_comment-spacing,0.00539355
results_ktlint_None_string-template,0.00659289
results_ktlint_None_keyword-spacing,0.00452821
results_ktlint_None_colon-spacing,-0.00411835
results_ktlint_None_chain-wrapping,0.00294662
results_ktlint_None_no-blank-line-before-rbrace,0.01850995
results_ktlint_None_op-spacing,0.00118418
results_ktlint_None_no-semi,0.00560005
results_ktlint_None_paren-spacing,0.01220914
results_ktlint_None_modifier-order,-0.00043966
results_ktlint_None_no-empty-class-body,0.00141992
results_ktlint_None_no-line-break-before-assignment,0.00013112
results_ktlint_None_,0.00018299
results_ktlint_None_dot-spacing,0.00002749
results_ktlint_None_range-spacing,0.00001503
results_ktlint_None_no-line-break-after-else,0.00000000
