Issue,Importance
results_ktlint_None_no-unused-imports,0.02265381
results_ktlint_None_indent,0.08883361
results_ktlint_None_final-newline,0.27393883
results_ktlint_None_no-multi-spaces,0.06094896
results_ktlint_None_comma-spacing,0.01163346
results_ktlint_None_parameter-list-wrapping,0.00209291
results_ktlint_None_no-unit-return,-0.02052024
results_ktlint_None_no-trailing-spaces,-0.00195108
results_ktlint_None_curly-spacing,0.02300710
results_ktlint_None_import-ordering,0.06797824
results_ktlint_None_no-wildcard-imports,0.13486500
results_ktlint_None_no-consecutive-blank-lines,-0.00077967
results_ktlint_None_comment-spacing,0.00372366
results_ktlint_None_string-template,0.01408389
results_ktlint_None_keyword-spacing,0.00038131
results_ktlint_None_colon-spacing,-0.03164660
results_ktlint_None_chain-wrapping,0.00190500
results_ktlint_None_no-blank-line-before-rbrace,-0.02533204
results_ktlint_None_op-spacing,0.00756746
results_ktlint_None_no-semi,0.07307289
results_ktlint_None_paren-spacing,-0.03030633
results_ktlint_None_modifier-order,0.00035263
results_ktlint_None_no-empty-class-body,0.00040436
results_ktlint_None_no-line-break-before-assignment,0.00013310
results_ktlint_None_,0.00108894
results_ktlint_None_dot-spacing,0.00000000
results_ktlint_None_range-spacing,0.00000000
results_ktlint_None_no-line-break-after-else,0.00000000
