Variables;Importance
results_flawfinder_error_shell-ShellExecute;-0.0697
results_flawfinder_error_buffer-lstrcatA;-0.0671
results_flawfinder_error_buffer-strcat;-0.0641
results_flawfinder_note_misc-fopen;-0.0628
results_flawfinder_note_tmpfile-tmpfile;-0.0623
results_flawfinder_note_buffer-wcsncat;-0.0607
results_flawfinder_note_format-wprintf;-0.0607
results_flawfinder_error_format-vprintf;-0.0595
results_flawfinder_error_access-RpcImpersonateClient;-0.0590
results_flawfinder_error_shell-WinExec;-0.0585
results_flawfinder_error_buffer-swprintf;-0.0585
results_flawfinder_warning_misc-chroot;-0.0583
results_flawfinder_note_buffer-MultiByteToWideChar;-0.0582
results_flawfinder_note_buffer-wcscat;-0.0578
results_flawfinder_note_format-vfprintf;-0.0577
results_flawfinder_note_format-vprintf;-0.0576
results_flawfinder_note_buffer-swprintf;-0.0566
results_flawfinder_note_input-recvfrom;-0.0562
results_flawfinder_note_buffer-_tcsncpy;-0.0560
results_flawfinder_warning_tmpfile-tmpnam;-0.0549
results_flawfinder_note_input-readv;-0.0545
results_flawfinder_error_misc-SetSecurityDescriptorDacl;-0.0545
results_flawfinder_warning_tmpfile-GetTempFileName;-0.0540
results_flawfinder_note_buffer-scanf;-0.0538
results_flawfinder_error_shell-system;-0.0538
results_flawfinder_warning_random-srandom;-0.0538
results_flawfinder_error_buffer-vsscanf;-0.0527
results_flawfinder_error_format-swprintf;-0.0526
results_flawfinder_error_shell-execlp;-0.0523
results_flawfinder_note_buffer-_tcscat;-0.0520
results_flawfinder_error_format-vswprintf;-0.0510
results_flawfinder_error_buffer-fscanf;-0.0504
results_flawfinder_note_buffer-wcscpy;-0.0503
results_flawfinder_warning_random-setstate;-0.0498
results_flawfinder_error_buffer-lstrcpy;-0.0487
results_flawfinder_warning_misc-LoadLibraryEx;-0.0487
results_flawfinder_warning_shell-CreateProcess;-0.0487
results_flawfinder_warning_buffer-getopt;-0.0480
results_flawfinder_error_buffer-StrCpyA;-0.0478
results_flawfinder_note_format-_sntprintf;-0.0478
results_flawfinder_note_format-fwprintf;-0.0478
results_flawfinder_error_buffer-StrCatA;-0.0478
results_flawfinder_error_buffer-StrCatBuffW;-0.0478
results_flawfinder_warning_misc-InitializeCriticalSection;-0.0475
results_flawfinder_error_format-fprintf;-0.0475
results_flawfinder_error_race-access;-0.0473
results_flawfinder_error_format-sprintf;-0.0472
results_flawfinder_error_format-vfprintf;-0.0471
results_flawfinder_error_buffer-strcpyW;-0.0452
results_flawfinder_error_format-vsnprintf;-0.0445
results_flawfinder_error_shell-execl;-0.0428
results_flawfinder_note_buffer-fscanf;-0.0417
results_flawfinder_note_tmpfile-mkstemp;-0.0407
results_flawfinder_warning_buffer-getenv;-0.0388
results_flawfinder_note_integer-atoi;-0.0370
results_flawfinder_note_buffer-TCHAR;-0.0368
results_flawfinder_note_buffer-fgetc;-0.0365
results_flawfinder_note_buffer-memcpy;-0.0364
results_flawfinder_note_buffer-_tcslen;-0.0357
results_flawfinder_error_buffer-_tcscat;-0.0353
results_flawfinder_note_buffer-CopyMemory;-0.0348
results_flawfinder_note_buffer-wcslen;-0.0345
results_flawfinder_error_race-readlink;-0.0338
results_flawfinder_error_buffer-sprintf;-0.0337
results_flawfinder_note_format-syslog;-0.0336
results_flawfinder_error_buffer-lstrcpynA;-0.0333
results_flawfinder_note_buffer-getc;-0.0331
results_flawfinder_note_obsolete-usleep;-0.0327
results_flawfinder_note_buffer-strcat;-0.0324
results_flawfinder_note_format-_snprintf;-0.0320
results_flawfinder_note_format-fprintf;-0.0316
results_flawfinder_note_buffer-sscanf;-0.0314
results_flawfinder_warning_misc-LoadLibrary;-0.0310
results_flawfinder_note_buffer-strcpy;-0.0309
results_flawfinder_error_buffer-gets;-0.0300
results_flawfinder_note_integer-_wtoi;-0.0297
results_flawfinder_error_buffer-lstrcatW;-0.0296
results_flawfinder_note_input-recv;-0.0293
results_flawfinder_error_format-vsprintf;-0.0293
results_flawfinder_note_format-vsnprintf;-0.0293
results_flawfinder_warning_buffer-getopt_long;-0.0289
results_flawfinder_error_buffer-wcscat;-0.0288
results_flawfinder_error_race-chmod;-0.0271
results_flawfinder_warning_random-random;-0.0270
results_flawfinder_error_access-ImpersonateSecurityContext;-0.0268
results_flawfinder_error_buffer-StrCatChainW;-0.0268
results_flawfinder_error_buffer-_tcscpy;-0.0268
results_flawfinder_error_buffer-sscanf;-0.0267
results_flawfinder_note_format-swprintf;-0.0264
results_flawfinder_error_format-syslog;-0.0261
results_flawfinder_note_buffer-getchar;-0.0260
results_flawfinder_error_buffer-vsprintf;-0.0258
results_flawfinder_note_buffer-wchar_t;-0.0258
results_flawfinder_note_format-vsprintf;-0.0251
results_flawfinder_error_format-snprintf;-0.0248
results_flawfinder_note_format-sprintf;-0.0245
results_flawfinder_error_buffer-lstrcpyW;-0.0244
results_flawfinder_error_shell-execv;-0.0243
