Issue,Importance
results_ktlint_None_no-unused-imports,0.01935205
results_ktlint_None_indent,0.47746319
results_ktlint_None_final-newline,0.00547962
results_ktlint_None_no-multi-spaces,0.05317701
results_ktlint_None_comma-spacing,0.00213653
results_ktlint_None_parameter-list-wrapping,0.14547044
results_ktlint_None_no-unit-return,0.00049136
results_ktlint_None_no-trailing-spaces,0.01228701
results_ktlint_None_curly-spacing,0.03322507
results_ktlint_None_import-ordering,-0.05441024
results_ktlint_None_no-wildcard-imports,0.02833824
results_ktlint_None_no-consecutive-blank-lines,-0.03517871
results_ktlint_None_comment-spacing,0.00518188
results_ktlint_None_string-template,0.00453307
results_ktlint_None_keyword-spacing,-0.00098463
results_ktlint_None_colon-spacing,-0.00015864
results_ktlint_None_chain-wrapping,-0.01489022
results_ktlint_None_no-blank-line-before-rbrace,0.03528037
results_ktlint_None_op-spacing,0.00981159
results_ktlint_None_no-semi,-0.00000381
results_ktlint_None_paren-spacing,0.01187996
results_ktlint_None_modifier-order,-0.00018292
results_ktlint_None_no-empty-class-body,0.00000431
results_ktlint_None_no-line-break-before-assignment,0.00000162
results_ktlint_None_,0.00104303
results_ktlint_None_dot-spacing,0.00176009
results_ktlint_None_range-spacing,0.00009036
results_ktlint_None_no-line-break-after-else,0.00000000
