Issue,Importance
results_HLint_Warning_Unused-LANGUAGE-pragma,0.00185830
results_HLint_Suggestion_Use-foldl,0.00000000
results_HLint_Suggestion_Use-null,0.00014239
results_HLint_Suggestion_Redundant-$,0.00009302
results_HLint_Suggestion_Use-lambda-case,0.00001775
results_HLint_Suggestion_Use-const,0.01360779
results_HLint_Warning_Use-fmap,0.00339891
results_HLint_Warning_Eta-reduce,-0.00331472
results_HLint_Suggestion_Use-tuple-section,0.00525287
results_HLint_Suggestion_Use-bimap,-0.00002288
results_HLint_Warning_Use-?~,-0.00000281
results_HLint_Suggestion_Use-newtype-instead-of-data,0.00027016
results_HLint_Suggestion_Redundant-where,0.00004171
results_HLint_Warning_Use-mapMaybe,-0.00007766
results_HLint_Warning_Redundant-return,0.00048659
results_HLint_Suggestion_Use-intercalate,-0.00001038
results_HLint_Suggestion_Redundant-bracket,-0.03495161
results_HLint_Suggestion_Use-typeRep,0.00000000
results_HLint_Suggestion_Avoid-lambda-using-`infix`,0.00133587
results_HLint_Suggestion_Use->=>,0.00000000
results_HLint_Suggestion_Avoid-lambda,0.00009237
results_HLint_Suggestion_Use-list-comprehension,-0.00005119
results_HLint_Warning_Redundant-bracket,0.00662550
results_HLint_Suggestion_Use-camelCase,0.00133717
results_HLint_Warning_Use-concatMap,-0.00023075
results_HLint_Suggestion_Use-fmap,0.00006676
results_HLint_Warning_Redundant-lambda,0.00003350
results_HLint_Warning_Use-fewer-imports,-0.00006339
results_HLint_Suggestion_Use-<$>,-0.00200359
results_HLint_Warning_Use-isNothing,-0.00000788
results_HLint_Warning_Use-tuple-section,-0.00020025
results_HLint_Warning_Use-<&>,0.00000000
results_HLint_Suggestion_Move-brackets-to-avoid-$,-0.00330391
results_HLint_Warning_Use-foldM_,0.00000000
results_HLint_Warning_Use-<$>,-0.00135367
results_HLint_Suggestion_Use-section,-0.00447880
results_HLint_Warning_Use-all,0.00000000
results_HLint_Suggestion_Use-<&>,-0.00785284
results_HLint_Warning_Avoid-lambda,-0.01631000
results_HLint_Warning_Use-const,-0.00000008
results_HLint_Suggestion_Use-record-patterns,0.00148126
results_HLint_Suggestion_Redundant-section,0.00000000
results_HLint_Warning_Use-void,0.00000942
results_HLint_Warning_Functor-law,0.04529744
results_HLint_Warning_Redundant-id,-0.00000067
results_HLint_Warning_Use-map,-0.00001276
results_HLint_Suggestion_Use-foldr,0.00004676
results_HLint_Suggestion_Use-==,0.00000000
results_HLint_Warning_Use-notElem,-0.00063640
results_HLint_Suggestion_Use-map-once,0.00013444
results_HLint_Warning_Redundant-<$>,0.00226077
results_HLint_Warning_Use-gets,0.00006828
results_HLint_Suggestion_Use-infix,0.00130054
results_HLint_Warning_Use-maybe,-0.00466869
results_HLint_Warning_Use-fewer-LANGUAGE-pragmas,-0.00000088
"results_HLint_Warning_Monad-law,-left-identity",0.00000000
results_HLint_Suggestion_Use-<=<,-0.00000078
results_HLint_Suggestion_Use-uncurry,-0.03540889
results_HLint_Suggestion_Use-if,0.00006869
results_HLint_Warning_Use-elem,0.00003099
results_HLint_Suggestion_Fuse-concatMap/map,-0.00000152
results_HLint_Warning_Use-elemIndex,0.00000000
results_HLint_Warning_Hoist-not,0.00001937
results_HLint_Warning_Use-when,0.00003067
results_HLint_Warning_Redundant-bang-pattern,0.00000000
results_HLint_Warning_Use-replicate,0.00000000
results_HLint_Suggestion_Use-:,-0.03520247
results_HLint_Warning_Use-mapM_,0.00000000
results_HLint_Warning_Use-mapM,0.00006788
results_HLint_Suggestion_Redundant-guard,0.00000140
results_HLint_Warning_Use-id,-0.00000009
results_HLint_Suggestion_Use-=<<,-0.00000101
results_HLint_Suggestion_Use-pragma-syntax,0.00000000
results_HLint_Suggestion_Use-let,0.00016170
results_HLint_Suggestion_Use-head,-0.00018569
results_HLint_Suggestion_Fix-pragma-markup,0.00000000
results_HLint_Suggestion_Use-even,0.00000000
results_HLint_Warning_Use-/=,0.00000648
results_HLint_Warning_Redundant-if,-0.00163578
results_HLint_Warning_Redundant-map,-0.00149319
results_HLint_Warning_Evaluate,-0.00000803
results_HLint_Warning_Redundant-variable-capture,0.00000000
results_HLint_Warning_Use-uncurry,0.00000000
results_HLint_Warning_Use-print,0.00000049
"results_HLint_Warning_Monad-law,-right-identity",-0.00000007
results_HLint_Warning_Use-forM_,0.00000078
results_HLint_Warning_Use-unless,0.00563787
results_HLint_Warning_Use-exitSuccess,0.00000000
results_HLint_Warning_Use-isAlpha,0.00000000
results_HLint_Suggestion_Use-zipWith,0.00007067
results_HLint_Warning_Use-getContents,0.00000000
results_HLint_Warning_Use-join,0.00001437
results_HLint_Suggestion_Use-<$,-0.00007144
results_HLint_Warning_Avoid-reverse,0.00000000
results_HLint_Suggestion_Collapse-lambdas,0.00000000
results_HLint_Suggestion_Use-guards,0.00002606
results_HLint_Suggestion_Fuse-foldr/map,-0.00000477
results_HLint_Suggestion_Use-curry,0.00000000
results_HLint_Suggestion_Use-foldM,0.00000000
results_HLint_Warning_Use-zipWithM,0.00000675
results_HLint_Suggestion_Use-second,0.00000092
results_HLint_Suggestion_Move-guards-forward,0.00001895
results_HLint_Suggestion_Use-||,0.00014406
results_HLint_Warning_Use-minimumBy,0.00000000
results_HLint_Suggestion_Use-negate,0.00000000
results_HLint_Suggestion_Replace-case-with-maybe,0.00197818
results_HLint_Suggestion_Use-list-literal,0.00007898
results_HLint_Warning_Redundant-uncurry,0.00000000
results_HLint_Suggestion_Use-++,-0.00010224
results_HLint_Warning_Use->,0.00000000
results_HLint_Warning_Use-<=,0.00000000
results_HLint_Warning_Redundant-fmap,0.00004363
results_HLint_Suggestion_Use-first,-0.00000929
results_HLint_Suggestion_Redundant-case,0.00000000
"results_HLint_Warning_Monoid-law,-right-identity",0.00000000
results_HLint_Suggestion_Use-&&,0.00017178
results_HLint_Warning_Use-zipWithM_,0.00000000
results_HLint_Suggestion_Redundant-as,0.00003662
results_HLint_Suggestion_Use-$>,0.00047959
results_HLint_Warning_Redundant-multi-way-if,0.00005258
results_HLint_Warning_Redundant-^.,0.00005724
results_HLint_Suggestion_Use-list-literal-pattern,0.00144919
results_HLint_Warning_Fuse-traverse_/map,0.00000000
results_HLint_Warning_Use-fromMaybe,0.00001166
results_HLint_Warning_Use-fromRight,-0.00025925
results_HLint_Warning_Use-Just,0.00000052
results_HLint_Warning_Redundant-pure,0.00008168
results_HLint_Warning_Use-isJust,-0.00000007
results_HLint_Warning_Fuse-foldMap/fmap,0.00000000
results_HLint_Warning_Use-optional,0.00000000
results_HLint_Warning_Use-find,0.00010401
results_HLint_Warning_Use-asks,0.00000000
results_HLint_Warning_Use-sortOn,-0.00000628
results_HLint_Error_Use-newTVarIO,0.00000280
results_HLint_Error_Use-readTVarIO,0.00000036
results_HLint_Warning_Use-replicateM_,0.00000011
results_HLint_Suggestion_Replace-case-with-fromMaybe,-0.00110118
results_HLint_Warning_Use-any,-0.00011976
results_HLint_Suggestion_Use-void,0.00230910
results_HLint_Warning_Use-isDigit,0.00000000
results_HLint_Warning_Use-or,0.00000000
results_HLint_Warning_Fuse-mapM/map,0.00000000
results_HLint_Warning_Use-unwords,0.00078389
results_HLint_Warning_Use-and,0.00000000
results_HLint_Warning_Use-maybeToList,0.00000000
results_HLint_Warning_Use-isAsciiUpper,0.00000000
results_HLint_Warning_Use-replicateM,0.00000000
results_HLint_Warning_Use-concat,-0.00003034
results_HLint_Warning_Use-init,0.00000000
results_HLint_Warning_Use-==,0.00000000
results_HLint_Suggestion_Use-catMaybes,0.00000000
results_HLint_Warning_Fuse-mapMaybe/map,0.00000000
results_HLint_Warning_Use-catMaybes,0.00000000
results_HLint_Suggestion_Move-map-inside-list-comprehension,0.00000000
results_HLint_Suggestion_Use-/=,0.00000000
results_HLint_Suggestion_Use-unwords,-0.00002328
results_HLint_Warning_Use-first,0.00002980
results_HLint_Warning_Use-evalState,0.00000000
results_HLint_Warning_Redundant-==,0.00000000
results_HLint_Warning_Use-last,0.00000000
results_HLint_Suggestion_Use-forM_,0.00000000
results_HLint_Warning_Use-dropWhile,-0.00000226
results_HLint_Warning_Redundant-flip,-0.00041478
results_HLint_Warning_Redundant-irrefutable-pattern,0.00000000
results_HLint_Warning_Use-putStr,0.00000000
results_HLint_Warning_Use-putStrLn,0.00000000
results_HLint_Warning_Fuse-mapM_/map,0.00000000
results_HLint_Warning_Use-sequenceA,0.00000000
results_HLint_Warning_Use-take,0.00000000
results_HLint_Warning_Use-foldMap,0.00000000
results_HLint_Warning_Use-splitAt,0.00000000
results_HLint_Warning_Use-drop,0.00062597
results_HLint_Warning_Use-second,0.00001014
results_HLint_Warning_Fuse-foldMap/map,0.00000000
results_HLint_Warning_Use-!!,0.00000000
results_HLint_Warning_Use-bimap,0.00000000
results_HLint_Warning_Use-for_,0.00000000
results_HLint_Warning_Use-traverse_,0.00003016
results_HLint_Warning_Redundant-as-pattern,0.00000000
results_HLint_Suggestion_Use-handle,0.00000018
results_HLint_Warning_Redundant-first,0.00000000
results_HLint_Warning_Use-isSuffixOf,0.00000000
results_HLint_Warning_Use-fst,0.00000000
results_HLint_Error_Use-newTMVarIO,0.00000000
results_HLint_Warning_Use-mconcat,0.00152448
"results_HLint_Warning_Monoid-law,-left-identity",-0.00000252
results_HLint_Warning_Redundant-compare,0.00000000
results_HLint_Warning_Use-empty,0.00001457
results_HLint_Suggestion_Use-maybe,0.00003067
results_HLint_Warning_Use-maximum,0.00000000
results_HLint_Warning_Use-<|>,0.00000000
results_HLint_Warning_Use-break,0.00000000
results_HLint_Warning_Use-$,0.00000000
results_HLint_Suggestion_Redundant-==,0.00000000
results_HLint_Suggestion_Use-lambda,0.00000000
results_HLint_Suggestion_Redundant-list-comprehension,0.00000000
results_HLint_Suggestion_Use-forM,0.00000000
results_HLint_Warning_Using-fold-on-tuple,0.00000000
results_HLint_Warning_Use-shows,0.00000000
"results_HLint_Suggestion_Use-(,,)",0.00000000
results_HLint_Warning_Use-for,0.00000000
results_HLint_Warning_Use-hPrint,0.00000000
results_HLint_Warning_Redundant-seq,0.00000000
results_HLint_Warning_Redundant-$!,-0.00001138
results_HLint_Warning_Redundant-<&>,0.00000000
results_HLint_Warning_Missing-NOINLINE-pragma,0.00000000
results_HLint_Warning_Use-fromLeft,0.00000000
results_HLint_Warning_Use-zip,0.00000000
results_HLint_Warning_Use-group,0.00000000
results_HLint_Warning_Redundant-fromIntegral,0.00000000
results_HLint_Warning_Redundant-maybe,0.00000000
results_HLint_Suggestion_Use-otherwise,0.00000000
results_HLint_Warning_Use-elemIndices,0.00000000
results_HLint_Warning_Use-sequence_,0.00000000
results_HLint_Warning_Use->>,0.00000000
results_HLint_Warning_Use-nub,0.00000000
results_HLint_Warning_Use-either,0.00000000
"results_HLint_Suggestion_Use-(,)",0.00000000
results_HLint_Warning_Use-repeat,0.00000000
results_HLint_Warning_Use-span,0.00000000
results_HLint_Warning_Use-traverse,0.00000000
results_HLint_Suggestion_Use-error,0.00000000
results_HLint_Suggestion_Use-odd,0.00000000
results_HLint_Warning_Use-minimum,0.00000000
results_HLint_Suggestion_Use-withFile,0.00000000
results_HLint_Warning_Used-otherwise-as-a-pattern,0.00000000
results_HLint_Warning_Use-sum,0.00000000
results_HLint_Warning_Redundant-curry,0.00000000
results_HLint_Warning_Use-execState,0.00000000
results_HLint_Suggestion_Use-showHex,0.00000000
results_HLint_Suggestion_Use-bracket_,0.00000000
results_HLint_Warning_Use-hReady,0.00000000
results_HLint_Suggestion_Use-tan,0.00000000
results_HLint_Suggestion_Move-flip,0.00000000
results_HLint_Warning_Using-minimum-on-tuple,0.00000000
results_HLint_Suggestion_Use-floor,0.00000000
results_HLint_Warning_Using-foldl1-on-tuple,0.00000000
results_HLint_Suggestion_Use-mapM,0.00000000
results_HLint_Warning_Using-foldr1-on-tuple,0.00000000
results_HLint_Warning_Use-mkWeakPair,0.00000000
results_HLint_Warning_Using-and-on-tuple,0.00000000
results_HLint_Warning_Redundant->>,0.00000000
results_HLint_Warning_Use-isAsciiLower,0.00000000
results_HLint_Suggestion_Use-sqrt,0.00000000
results_HLint_Warning_Use-sequence,0.00000000
results_HLint_Suggestion_Use-ap,0.00000000
results_HLint_Suggestion_Redundant-if,0.00000000
results_HLint_Warning_Use-mkWeakPtr,0.00000000
results_HLint_Warning_Using-foldr'-on-tuple,0.00000000
results_HLint_Suggestion_Use-handleJust,0.00000000
results_HLint_Suggestion_Use-catchJust,0.00000000
results_HLint_Warning_Use-mapAndUnzipM,0.00000000
results_HLint_Warning_Redundant-$,0.00000000
results_HLint_Warning_Using-maximum-on-tuple,0.00000000
results_HLint_Warning_Use-insert,0.00000000
results_HLint_Warning_Use-nestedAtomically,0.00000000
results_HLint_Warning_Use-lefts,0.00000000
results_HLint_Warning_Using-sum-on-tuple,0.00000000
results_HLint_Warning_Use-sequenceA_,0.00000000
results_HLint_Suggestion_Use-showOct,0.00000000
results_HLint_Suggestion_Use-join,0.00000000
results_HLint_Warning_Use-<**>,0.00000000
results_HLint_Warning_Using-toList-on-tuple,0.00000000
results_HLint_Warning_Use-delete,0.00000000
results_HLint_Warning_Using-product-on-tuple,0.00000000
results_HLint_Warning_Using-concat-on-tuple,0.00000000
results_HLint_Warning_Using-foldl-on-tuple,0.00000000
results_HLint_Warning_Use-sort,0.00000000
results_HLint_Warning_Use-union,0.00000000
results_HLint_Suggestion_Use-withBinaryFile,0.00000000
results_HLint_Warning_Use-maximumBy,0.00000000
results_HLint_Warning_Use->>=,0.00000000
results_HLint_Warning_Using-foldl'-on-tuple,0.00000000
results_HLint_Warning_Use-asum,0.00000000
results_HLint_Warning_Use-intersect,0.00000000
results_HLint_Warning_Use-foldl,0.00000000
results_HLint_Warning_Use-putChar,0.00000000
results_HLint_Suggestion_Use-1,0.00000000
results_HLint_Warning_Using-any-on-tuple,0.00000000
results_HLint_Warning_Using-foldr-on-tuple,0.00000000
results_HLint_Warning_Using-elem-on-tuple,0.00000000
results_HLint_Warning_Use-isOctDigit,0.00000000
results_HLint_Warning_Use-product,0.00000000
results_HLint_Warning_Using-foldMap-on-tuple,0.00000000
results_HLint_Suggestion_Redundant-/=,0.00000000
results_HLint_Suggestion_Fuse-on/on,0.00000000
results_HLint_Warning_Use-unlines,0.00000000
results_HLint_Warning_Use-foldr,0.00000000
results_HLint_Suggestion_Use-writeList2Chan,0.00000000
results_HLint_Suggestion_Use-logBase,0.00000000
results_HLint_Suggestion_Use--,0.00000000
results_HLint_Warning_Use-rights,0.00000000
results_HLint_Warning_Using-all-on-tuple,0.00000000
results_HLint_Warning_Redundant-void,0.00000000
results_HLint_Warning_Use-show,0.00000000
results_HLint_Warning_Use-getLine,0.00000000
results_HLint_Warning_Use-foldr1,0.00000000
results_HLint_Warning_Redundant-negate,0.00000000
results_HLint_Warning_Use-foldl1,0.00000000
results_HLint_Warning_Using-or-on-tuple,0.00000000
results_HLint_Warning_Use-msum,0.00000000
results_HLint_Warning_Use-<,0.00000000
results_HLint_Suggestion_Redundant-pair,0.00000000
results_HLint_Warning_Use-=<<,0.00000000
results_HLint_Warning_Use-takeWhile,0.00000000
results_HLint_Suggestion_Use-mapM_,0.00000000
results_HLint_Warning_Use-getChar,0.00000000
results_HLint_Suggestion_Use-catch,0.00000000
results_HLint_Warning_Use-isEOF,0.00000000
results_HLint_Suggestion_Length-always-non-negative,0.00000000
results_HLint_Warning_Use-snd,0.00000000
results_HLint_Warning_Use-reads,0.00000000
results_HLint_Warning_Redundant-not,0.00000000
results_HLint_Warning_Use-zip3,0.00000000
results_HLint_Warning_Use->=,0.00000000
results_HLint_Warning_Use-nonTermination,0.00000000
results_HLint_Suggestion_Use-unzip,0.00000000
results_HLint_Warning_Fuse-traverse/map,0.00000000
results_HLint_Suggestion_Use-TH-quotation-brackets,0.00000000
results_HLint_Warning_Use-LANGUAGE-pragmas,0.00000000
results_HLint_Warning_Use-fold,0.00000000
