Issue,Importance
results_HLint_Warning_Unused-LANGUAGE-pragma,-11228501.33333333
results_HLint_Suggestion_Use-foldl,0.00000000
results_HLint_Suggestion_Use-null,-14216942.93333333
results_HLint_Suggestion_Redundant-$,-12591650.13333333
results_HLint_Suggestion_Use-lambda-case,10734796.80000000
results_HLint_Suggestion_Use-const,-4469555.20000000
results_HLint_Warning_Use-fmap,81937476.26666667
results_HLint_Warning_Eta-reduce,-6287086.93333333
results_HLint_Suggestion_Use-tuple-section,0.00000000
results_HLint_Suggestion_Use-bimap,-222822.40000000
results_HLint_Warning_Use-?~,61166.93333333
results_HLint_Suggestion_Use-newtype-instead-of-data,882551.46666667
results_HLint_Suggestion_Redundant-where,-6553600.00000000
results_HLint_Warning_Use-mapMaybe,4312268.80000000
results_HLint_Warning_Redundant-return,2053461.33333333
results_HLint_Suggestion_Use-intercalate,0.00000000
results_HLint_Suggestion_Redundant-bracket,-5837073.06666667
results_HLint_Suggestion_Use-typeRep,0.00000000
results_HLint_Suggestion_Avoid-lambda-using-`infix`,-196608.00000000
results_HLint_Suggestion_Use->=>,0.00000000
results_HLint_Suggestion_Avoid-lambda,27647453.86666667
results_HLint_Suggestion_Use-list-comprehension,0.00000000
results_HLint_Warning_Redundant-bracket,-29984904.53333334
results_HLint_Suggestion_Use-camelCase,-3521467.73333333
results_HLint_Warning_Use-concatMap,725265.06666667
results_HLint_Suggestion_Use-fmap,21845.33333333
results_HLint_Warning_Redundant-lambda,0.00000000
results_HLint_Warning_Use-fewer-imports,-10765380.26666667
results_HLint_Suggestion_Use-<$>,-99195289.59999999
results_HLint_Warning_Use-isNothing,0.00000000
results_HLint_Warning_Use-tuple-section,353894.40000000
results_HLint_Warning_Use-<&>,0.00000000
results_HLint_Suggestion_Move-brackets-to-avoid-$,-30461132.80000000
results_HLint_Warning_Use-foldM_,0.00000000
results_HLint_Warning_Use-<$>,0.00000000
results_HLint_Suggestion_Use-section,-3215633.06666667
results_HLint_Warning_Use-all,0.00000000
results_HLint_Suggestion_Use-<&>,4150613.33333333
results_HLint_Warning_Avoid-lambda,103861452.80000000
results_HLint_Warning_Use-const,0.00000000
results_HLint_Suggestion_Use-record-patterns,131072.00000000
results_HLint_Suggestion_Redundant-section,0.00000000
results_HLint_Warning_Use-void,0.00000000
results_HLint_Warning_Functor-law,40623581.86666667
results_HLint_Warning_Redundant-id,-1435369472.00000000
results_HLint_Warning_Use-map,0.00000000
results_HLint_Suggestion_Use-foldr,0.00000000
results_HLint_Suggestion_Use-==,0.00000000
results_HLint_Warning_Use-notElem,166024.53333333
results_HLint_Suggestion_Use-map-once,52428.80000000
results_HLint_Warning_Redundant-<$>,-152917.33333333
results_HLint_Warning_Use-gets,-1743257.60000000
results_HLint_Suggestion_Use-infix,-22574967.46666666
results_HLint_Warning_Use-maybe,3853516.80000000
results_HLint_Warning_Use-fewer-LANGUAGE-pragmas,0.00000000
"results_HLint_Warning_Monad-law,-left-identity",0.00000000
results_HLint_Suggestion_Use-<=<,0.00000000
results_HLint_Suggestion_Use-uncurry,0.00000000
results_HLint_Suggestion_Use-if,637883.73333333
results_HLint_Warning_Use-elem,24510464.00000000
results_HLint_Suggestion_Fuse-concatMap/map,0.00000000
results_HLint_Warning_Use-elemIndex,0.00000000
results_HLint_Warning_Hoist-not,0.00000000
results_HLint_Warning_Use-when,25768755.20000000
results_HLint_Warning_Redundant-bang-pattern,0.00000000
results_HLint_Warning_Use-replicate,0.00000000
results_HLint_Suggestion_Use-:,191933098.66666666
results_HLint_Warning_Use-mapM_,0.00000000
results_HLint_Warning_Use-mapM,-965563.73333333
results_HLint_Suggestion_Redundant-guard,0.00000000
results_HLint_Warning_Use-id,0.00000000
results_HLint_Suggestion_Use-=<<,0.00000000
results_HLint_Suggestion_Use-pragma-syntax,0.00000000
results_HLint_Suggestion_Use-let,-1961710.93333333
results_HLint_Suggestion_Use-head,4369.06666667
results_HLint_Suggestion_Fix-pragma-markup,0.00000000
results_HLint_Suggestion_Use-even,0.00000000
results_HLint_Warning_Use-/=,-1120010240.00000000
results_HLint_Warning_Redundant-if,0.00000000
results_HLint_Warning_Redundant-map,-1098261026.13333344
results_HLint_Warning_Evaluate,0.00000000
results_HLint_Warning_Redundant-variable-capture,0.00000000
results_HLint_Warning_Use-uncurry,0.00000000
results_HLint_Warning_Use-print,0.00000000
"results_HLint_Warning_Monad-law,-right-identity",174762.66666667
results_HLint_Warning_Use-forM_,-2014139.73333333
results_HLint_Warning_Use-unless,8519680.00000000
results_HLint_Warning_Use-exitSuccess,0.00000000
results_HLint_Warning_Use-isAlpha,52428.80000000
results_HLint_Suggestion_Use-zipWith,-49152000.00000000
results_HLint_Warning_Use-getContents,0.00000000
results_HLint_Warning_Use-join,-4465186.13333333
results_HLint_Suggestion_Use-<$,0.00000000
results_HLint_Warning_Avoid-reverse,0.00000000
results_HLint_Suggestion_Collapse-lambdas,0.00000000
results_HLint_Suggestion_Use-guards,0.00000000
results_HLint_Suggestion_Fuse-foldr/map,0.00000000
results_HLint_Suggestion_Use-curry,0.00000000
results_HLint_Suggestion_Use-foldM,0.00000000
results_HLint_Warning_Use-zipWithM,0.00000000
results_HLint_Suggestion_Use-second,0.00000000
results_HLint_Suggestion_Move-guards-forward,0.00000000
results_HLint_Suggestion_Use-||,0.00000000
results_HLint_Warning_Use-minimumBy,0.00000000
results_HLint_Suggestion_Use-negate,0.00000000
results_HLint_Suggestion_Replace-case-with-maybe,0.00000000
results_HLint_Suggestion_Use-list-literal,10983833.60000000
results_HLint_Warning_Redundant-uncurry,0.00000000
results_HLint_Suggestion_Use-++,3831671.46666667
results_HLint_Warning_Use->,0.00000000
results_HLint_Warning_Use-<=,0.00000000
results_HLint_Warning_Redundant-fmap,486674705.06666666
results_HLint_Suggestion_Use-first,-34952.53333333
results_HLint_Suggestion_Redundant-case,0.00000000
"results_HLint_Warning_Monoid-law,-right-identity",-17170432.00000000
results_HLint_Suggestion_Use-&&,1109742.93333333
results_HLint_Warning_Use-zipWithM_,0.00000000
results_HLint_Suggestion_Redundant-as,52428.80000000
results_HLint_Suggestion_Use-$>,-3045239.46666667
results_HLint_Warning_Redundant-multi-way-if,0.00000000
results_HLint_Warning_Redundant-^.,-297096.53333333
results_HLint_Suggestion_Use-list-literal-pattern,-4063232.00000000
results_HLint_Warning_Fuse-traverse_/map,0.00000000
results_HLint_Warning_Use-fromMaybe,0.00000000
results_HLint_Warning_Use-fromRight,5028795.73333333
results_HLint_Warning_Use-Just,0.00000000
results_HLint_Warning_Redundant-pure,0.00000000
results_HLint_Warning_Use-isJust,0.00000000
results_HLint_Warning_Fuse-foldMap/fmap,0.00000000
results_HLint_Warning_Use-optional,0.00000000
results_HLint_Warning_Use-find,0.00000000
results_HLint_Warning_Use-asks,0.00000000
results_HLint_Warning_Use-sortOn,11665408.00000000
results_HLint_Error_Use-newTVarIO,0.00000000
results_HLint_Error_Use-readTVarIO,0.00000000
results_HLint_Warning_Use-replicateM_,0.00000000
results_HLint_Suggestion_Replace-case-with-fromMaybe,17476.26666667
results_HLint_Warning_Use-any,686948352.00000000
results_HLint_Suggestion_Use-void,91750.40000000
results_HLint_Warning_Use-isDigit,46054331.73333333
results_HLint_Warning_Use-or,0.00000000
results_HLint_Warning_Fuse-mapM/map,0.00000000
results_HLint_Warning_Use-unwords,0.00000000
results_HLint_Warning_Use-and,0.00000000
results_HLint_Warning_Use-maybeToList,0.00000000
results_HLint_Warning_Use-isAsciiUpper,0.00000000
results_HLint_Warning_Use-replicateM,0.00000000
results_HLint_Warning_Use-concat,0.00000000
results_HLint_Warning_Use-init,-1782579.20000000
results_HLint_Warning_Use-==,0.00000000
results_HLint_Suggestion_Use-catMaybes,0.00000000
results_HLint_Warning_Fuse-mapMaybe/map,0.00000000
results_HLint_Warning_Use-catMaybes,0.00000000
results_HLint_Suggestion_Move-map-inside-list-comprehension,0.00000000
results_HLint_Suggestion_Use-/=,0.00000000
results_HLint_Suggestion_Use-unwords,-1608563643.73333335
results_HLint_Warning_Use-first,0.00000000
results_HLint_Warning_Use-evalState,0.00000000
results_HLint_Warning_Redundant-==,0.00000000
