CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
17.4299550328606,5.681835493161,7.218543046357615,2.305667919891692,82.5700449671394,5.681835493161001,92.78145695364238,2.3056679198916887,82.16064479239466,1.088816078850884,92.78145695364238,2.3056679198916887,60.020069828361045,0.03838437154274264,87.13762891968778,1.4065789031040885,14.136276817275496,9.063335310557118
