Issue,Importance
results_HLint_Warning_Unused-LANGUAGE-pragma,1452.43593750
results_HLint_Suggestion_Use-foldl,0.00000000
results_HLint_Suggestion_Use-null,-0.00104167
results_HLint_Suggestion_Redundant-$,62597.34218750
results_HLint_Suggestion_Use-lambda-case,-0.00156250
results_HLint_Suggestion_Use-const,-53681.35833333
results_HLint_Warning_Use-fmap,-0.01562500
results_HLint_Warning_Eta-reduce,352.02500000
results_HLint_Suggestion_Use-tuple-section,-0.00052083
results_HLint_Suggestion_Use-bimap,0.00000000
results_HLint_Warning_Use-?~,0.00000000
results_HLint_Suggestion_Use-newtype-instead-of-data,0.00000000
results_HLint_Suggestion_Redundant-where,0.00000000
results_HLint_Warning_Use-mapMaybe,60198.57812500
results_HLint_Warning_Redundant-return,357406.11510417
results_HLint_Suggestion_Use-intercalate,140198.12500000
results_HLint_Suggestion_Redundant-bracket,-20167.02708333
results_HLint_Suggestion_Use-typeRep,0.00000000
results_HLint_Suggestion_Avoid-lambda-using-`infix`,-1898.00000000
results_HLint_Suggestion_Use->=>,0.00000000
results_HLint_Suggestion_Avoid-lambda,-384.06354167
results_HLint_Suggestion_Use-list-comprehension,17886.10364583
results_HLint_Warning_Redundant-bracket,25064.38072917
results_HLint_Suggestion_Use-camelCase,698.50937500
results_HLint_Warning_Use-concatMap,-0.00104167
results_HLint_Suggestion_Use-fmap,0.00000000
results_HLint_Warning_Redundant-lambda,-381.19427083
results_HLint_Warning_Use-fewer-imports,-27628.60885417
results_HLint_Suggestion_Use-<$>,-1696.94010417
results_HLint_Warning_Use-isNothing,0.00000000
results_HLint_Warning_Use-tuple-section,0.01197917
results_HLint_Warning_Use-<&>,0.00000000
results_HLint_Suggestion_Move-brackets-to-avoid-$,-0.01562500
results_HLint_Warning_Use-foldM_,0.00000000
results_HLint_Warning_Use-<$>,0.00000000
results_HLint_Suggestion_Use-section,0.00000000
results_HLint_Warning_Use-all,-1499267.17812500
results_HLint_Suggestion_Use-<&>,0.01614583
