Issue,Importance
results_HLint_Warning_Unused-LANGUAGE-pragma,-0.00092347
results_HLint_Suggestion_Use-foldl,0.00000000
results_HLint_Suggestion_Use-null,0.00000000
results_HLint_Suggestion_Redundant-$,0.01086767
results_HLint_Suggestion_Use-lambda-case,0.00038343
results_HLint_Suggestion_Use-const,0.00251075
results_HLint_Warning_Use-fmap,0.05805175
results_HLint_Warning_Eta-reduce,-0.00092468
results_HLint_Suggestion_Use-tuple-section,0.00060002
results_HLint_Suggestion_Use-bimap,0.00000131
results_HLint_Warning_Use-?~,0.00007315
results_HLint_Suggestion_Use-newtype-instead-of-data,0.00846239
results_HLint_Suggestion_Redundant-where,0.00001081
results_HLint_Warning_Use-mapMaybe,-0.00000567
results_HLint_Warning_Redundant-return,-0.00004292
results_HLint_Suggestion_Use-intercalate,0.00000000
results_HLint_Suggestion_Redundant-bracket,-0.00293281
results_HLint_Suggestion_Use-typeRep,0.00000000
results_HLint_Suggestion_Avoid-lambda-using-`infix`,0.00018344
results_HLint_Suggestion_Use->=>,0.00000000
results_HLint_Suggestion_Avoid-lambda,-0.00005157
results_HLint_Suggestion_Use-list-comprehension,0.00012118
results_HLint_Warning_Redundant-bracket,-0.00015796
results_HLint_Suggestion_Use-camelCase,0.00015585
results_HLint_Warning_Use-concatMap,0.00000000
results_HLint_Suggestion_Use-fmap,0.00002949
results_HLint_Warning_Redundant-lambda,0.00001012
results_HLint_Warning_Use-fewer-imports,0.01871041
results_HLint_Suggestion_Use-<$>,-0.00570728
results_HLint_Warning_Use-isNothing,0.00001354
results_HLint_Warning_Use-tuple-section,0.04119993
results_HLint_Warning_Use-<&>,0.00000000
results_HLint_Suggestion_Move-brackets-to-avoid-$,0.00126625
results_HLint_Warning_Use-foldM_,0.00000000
results_HLint_Warning_Use-<$>,0.00002633
results_HLint_Suggestion_Use-section,0.00017811
results_HLint_Warning_Use-all,0.00000000
results_HLint_Suggestion_Use-<&>,-0.00152182
results_HLint_Warning_Avoid-lambda,0.00000000
results_HLint_Warning_Use-const,0.00000000
results_HLint_Suggestion_Use-record-patterns,-0.00038839
results_HLint_Suggestion_Redundant-section,0.00000000
results_HLint_Warning_Use-void,0.00000000
results_HLint_Warning_Functor-law,0.00023118
results_HLint_Warning_Redundant-id,-0.00000847
results_HLint_Warning_Use-map,0.00000000
results_HLint_Suggestion_Use-foldr,0.00000000
results_HLint_Suggestion_Use-==,0.00004220
results_HLint_Warning_Use-notElem,0.00001311
results_HLint_Suggestion_Use-map-once,-0.00000711
results_HLint_Warning_Redundant-<$>,0.00006479
results_HLint_Warning_Use-gets,0.00005877
results_HLint_Suggestion_Use-infix,0.00009706
results_HLint_Warning_Use-maybe,0.00069461
results_HLint_Warning_Use-fewer-LANGUAGE-pragmas,0.00000000
"results_HLint_Warning_Monad-law,-left-identity",0.00000000
results_HLint_Suggestion_Use-<=<,-0.00006832
results_HLint_Suggestion_Use-uncurry,0.00000000
results_HLint_Suggestion_Use-if,0.00012146
results_HLint_Warning_Use-elem,-0.00000001
results_HLint_Suggestion_Fuse-concatMap/map,0.00000000
results_HLint_Warning_Use-elemIndex,0.00000000
results_HLint_Warning_Hoist-not,0.00004113
results_HLint_Warning_Use-when,0.00000000
results_HLint_Warning_Redundant-bang-pattern,-0.00000852
results_HLint_Warning_Use-replicate,0.00002128
results_HLint_Suggestion_Use-:,-0.00004078
results_HLint_Warning_Use-mapM_,0.00000000
results_HLint_Warning_Use-mapM,-0.00000553
results_HLint_Suggestion_Redundant-guard,0.00023613
results_HLint_Warning_Use-id,0.00000000
results_HLint_Suggestion_Use-=<<,0.00008077
results_HLint_Suggestion_Use-pragma-syntax,0.00000000
results_HLint_Suggestion_Use-let,0.00020449
results_HLint_Suggestion_Use-head,-0.00000488
results_HLint_Suggestion_Fix-pragma-markup,0.00000000
results_HLint_Suggestion_Use-even,0.00000000
