Variables;Importance
results_ktlint_None_keyword-spacing;-0.0329
results_ktlint_None_string-template;-0.0312
results_ktlint_None_no-consecutive-blank-lines;-0.0272
results_ktlint_None_no-line-break-before-assignment;-0.0225
results_ktlint_None_final-newline;-0.0136
results_ktlint_None_;-0.0037
results_ktlint_None_paren-spacing;-0.0027
results_ktlint_None_range-spacing;0.0000
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_chain-wrapping;0.0047
results_ktlint_None_no-wildcard-imports;0.0084
results_ktlint_None_comma-spacing;0.0089
results_ktlint_None_no-empty-class-body;0.0094
results_ktlint_None_modifier-order;0.0099
results_ktlint_None_no-trailing-spaces;0.0100
results_ktlint_None_import-ordering;0.0109
results_ktlint_None_no-unit-return;0.0111
results_ktlint_None_colon-spacing;0.0134
results_ktlint_None_no-blank-line-before-rbrace;0.0139
results_ktlint_None_parameter-list-wrapping;0.0141
results_ktlint_None_no-semi;0.0218
results_ktlint_None_no-unused-imports;0.0236
results_ktlint_None_no-multi-spaces;0.0252
results_ktlint_None_comment-spacing;0.0254
results_ktlint_None_op-spacing;0.0326
results_ktlint_None_curly-spacing;0.0326
results_ktlint_None_indent;0.0425
results_ktlint_None_dot-spacing;0.0571
