Variables;Importance
results_ktlint_None_final-newline;-0.0430
results_ktlint_None_parameter-list-wrapping;-0.0305
results_ktlint_None_chain-wrapping;-0.0302
results_ktlint_None_no-line-break-before-assignment;-0.0261
results_ktlint_None_;-0.0258
results_ktlint_None_range-spacing;-0.0224
results_ktlint_None_dot-spacing;-0.0177
results_ktlint_None_comma-spacing;-0.0157
results_ktlint_None_colon-spacing;-0.0156
results_ktlint_None_paren-spacing;-0.0153
results_ktlint_None_no-trailing-spaces;-0.0118
results_ktlint_None_modifier-order;-0.0115
results_ktlint_None_no-multi-spaces;-0.0111
results_ktlint_None_no-line-break-after-else;-0.0082
results_ktlint_None_no-wildcard-imports;-0.0062
results_ktlint_None_no-unused-imports;-0.0052
results_ktlint_None_op-spacing;-0.0041
results_ktlint_None_no-semi;-0.0034
results_ktlint_None_no-unit-return;-0.0007
results_ktlint_None_string-template;0.0010
results_ktlint_None_no-blank-line-before-rbrace;0.0016
results_ktlint_None_comment-spacing;0.0033
results_ktlint_None_indent;0.0037
results_ktlint_None_no-empty-class-body;0.0056
results_ktlint_None_import-ordering;0.0114
results_ktlint_None_no-consecutive-blank-lines;0.0114
results_ktlint_None_keyword-spacing;0.0226
results_ktlint_None_curly-spacing;0.0350
