Variables;Importance
results_ktlint_None_final-newline;-0.0496
results_ktlint_None_colon-spacing;-0.0427
results_ktlint_None_parameter-list-wrapping;-0.0398
results_ktlint_None_no-unit-return;-0.0387
results_ktlint_None_comma-spacing;-0.0272
results_ktlint_None_;-0.0268
results_ktlint_None_no-line-break-before-assignment;-0.0266
results_ktlint_None_chain-wrapping;-0.0264
results_ktlint_None_no-unused-imports;-0.0190
results_ktlint_None_modifier-order;-0.0181
results_ktlint_None_no-line-break-after-else;-0.0177
results_ktlint_None_no-multi-spaces;-0.0145
results_ktlint_None_paren-spacing;-0.0143
results_ktlint_None_indent;-0.0125
results_ktlint_None_op-spacing;-0.0117
results_ktlint_None_range-spacing;-0.0117
results_ktlint_None_no-semi;-0.0089
results_ktlint_None_no-wildcard-imports;-0.0052
results_ktlint_None_dot-spacing;-0.0046
results_ktlint_None_no-trailing-spaces;-0.0022
results_ktlint_None_no-consecutive-blank-lines;-0.0017
results_ktlint_None_import-ordering;-0.0000
results_ktlint_None_comment-spacing;0.0001
results_ktlint_None_string-template;0.0037
results_ktlint_None_no-blank-line-before-rbrace;0.0050
results_ktlint_None_keyword-spacing;0.0052
results_ktlint_None_no-empty-class-body;0.0102
results_ktlint_None_curly-spacing;0.0333
