Variables;Importance
results_ktlint_None_indent;-0.0438
results_ktlint_None_no-consecutive-blank-lines;-0.0243
results_ktlint_None_modifier-order;-0.0209
results_ktlint_None_keyword-spacing;-0.0189
results_ktlint_None_paren-spacing;-0.0109
results_ktlint_None_final-newline;-0.0089
results_ktlint_None_curly-spacing;-0.0075
results_ktlint_None_no-semi;-0.0051
results_ktlint_None_;-0.0043
results_ktlint_None_chain-wrapping;-0.0024
results_ktlint_None_no-blank-line-before-rbrace;0.0004
results_ktlint_None_dot-spacing;0.0007
results_ktlint_None_no-line-break-before-assignment;0.0012
results_ktlint_None_no-wildcard-imports;0.0019
results_ktlint_None_op-spacing;0.0023
results_ktlint_None_no-unused-imports;0.0032
results_ktlint_None_no-line-break-after-else;0.0038
results_ktlint_None_parameter-list-wrapping;0.0042
results_ktlint_None_string-template;0.0051
results_ktlint_None_comment-spacing;0.0051
results_ktlint_None_no-unit-return;0.0069
results_ktlint_None_range-spacing;0.0093
results_ktlint_None_import-ordering;0.0108
results_ktlint_None_colon-spacing;0.0133
results_ktlint_None_comma-spacing;0.0163
results_ktlint_None_no-trailing-spaces;0.0167
results_ktlint_None_no-multi-spaces;0.0238
results_ktlint_None_no-empty-class-body;0.0241
