Variables;Importance
results_ktlint_None_chain-wrapping;-0.0107
results_ktlint_None_paren-spacing;-0.0097
results_ktlint_None_op-spacing;-0.0066
results_ktlint_None_;-0.0064
results_ktlint_None_comma-spacing;-0.0060
results_ktlint_None_no-empty-class-body;-0.0051
results_ktlint_None_no-wildcard-imports;-0.0042
results_ktlint_None_comment-spacing;-0.0040
results_ktlint_None_no-line-break-after-else;-0.0028
results_ktlint_None_no-blank-line-before-rbrace;-0.0014
results_ktlint_None_no-line-break-before-assignment;0.0011
results_ktlint_None_keyword-spacing;0.0020
results_ktlint_None_no-semi;0.0032
results_ktlint_None_parameter-list-wrapping;0.0035
results_ktlint_None_final-newline;0.0082
results_ktlint_None_range-spacing;0.0083
results_ktlint_None_no-unit-return;0.0103
results_ktlint_None_colon-spacing;0.0124
results_ktlint_None_modifier-order;0.0124
results_ktlint_None_string-template;0.0224
results_ktlint_None_no-consecutive-blank-lines;0.0251
results_ktlint_None_no-trailing-spaces;0.0274
results_ktlint_None_curly-spacing;0.0283
results_ktlint_None_indent;0.0290
results_ktlint_None_no-unused-imports;0.0428
results_ktlint_None_import-ordering;0.0469
results_ktlint_None_no-multi-spaces;0.0632
results_ktlint_None_dot-spacing;0.0886
