Variables;Importance
results_ktlint_None_no-unused-imports;-0.0139
results_ktlint_None_no-multi-spaces;-0.0105
results_ktlint_None_;-0.0066
results_ktlint_None_paren-spacing;-0.0049
results_ktlint_None_no-wildcard-imports;-0.0045
results_ktlint_None_no-trailing-spaces;-0.0040
results_ktlint_None_import-ordering;-0.0036
results_ktlint_None_modifier-order;-0.0016
results_ktlint_None_no-line-break-before-assignment;-0.0010
results_ktlint_None_dot-spacing;0.0000
results_ktlint_None_range-spacing;0.0000
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_parameter-list-wrapping;0.0013
results_ktlint_None_no-consecutive-blank-lines;0.0027
results_ktlint_None_keyword-spacing;0.0033
results_ktlint_None_op-spacing;0.0038
results_ktlint_None_no-semi;0.0072
results_ktlint_None_curly-spacing;0.0077
results_ktlint_None_no-empty-class-body;0.0082
results_ktlint_None_chain-wrapping;0.0093
results_ktlint_None_no-blank-line-before-rbrace;0.0096
results_ktlint_None_no-unit-return;0.0100
results_ktlint_None_colon-spacing;0.0104
results_ktlint_None_final-newline;0.0110
results_ktlint_None_indent;0.0115
results_ktlint_None_string-template;0.0128
results_ktlint_None_comment-spacing;0.0142
results_ktlint_None_comma-spacing;0.0145
