Variables;Importance
results_ktlint_None_indent;-0.0563
results_ktlint_None_modifier-order;-0.0255
results_ktlint_None_range-spacing;-0.0114
results_ktlint_None_no-unit-return;-0.0048
results_ktlint_None_comment-spacing;-0.0022
results_ktlint_None_no-unused-imports;0.0006
results_ktlint_None_chain-wrapping;0.0015
results_ktlint_None_no-semi;0.0038
results_ktlint_None_curly-spacing;0.0058
results_ktlint_None_paren-spacing;0.0104
results_ktlint_None_no-empty-class-body;0.0111
results_ktlint_None_colon-spacing;0.0139
results_ktlint_None_parameter-list-wrapping;0.0162
results_ktlint_None_op-spacing;0.0215
results_ktlint_None_no-line-break-after-else;0.0225
results_ktlint_None_dot-spacing;0.0296
results_ktlint_None_comma-spacing;0.0298
results_ktlint_None_no-trailing-spaces;0.0320
results_ktlint_None_no-blank-line-before-rbrace;0.0341
results_ktlint_None_import-ordering;0.0344
results_ktlint_None_final-newline;0.0353
results_ktlint_None_;0.0383
results_ktlint_None_no-consecutive-blank-lines;0.0386
results_ktlint_None_no-wildcard-imports;0.0462
results_ktlint_None_string-template;0.0465
results_ktlint_None_no-line-break-before-assignment;0.0492
results_ktlint_None_keyword-spacing;0.0528
results_ktlint_None_no-multi-spaces;0.0574
