Variables;Importance
results_ktlint_None_no-multi-spaces;-0.0226
results_ktlint_None_;-0.0121
results_ktlint_None_no-consecutive-blank-lines;-0.0116
results_ktlint_None_no-unused-imports;-0.0106
results_ktlint_None_modifier-order;-0.0101
results_ktlint_None_no-empty-class-body;-0.0051
results_ktlint_None_no-line-break-before-assignment;-0.0050
results_ktlint_None_keyword-spacing;-0.0034
results_ktlint_None_no-wildcard-imports;-0.0030
results_ktlint_None_op-spacing;-0.0016
results_ktlint_None_dot-spacing;0.0000
results_ktlint_None_range-spacing;0.0000
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_parameter-list-wrapping;0.0028
results_ktlint_None_import-ordering;0.0040
results_ktlint_None_no-trailing-spaces;0.0047
results_ktlint_None_colon-spacing;0.0076
results_ktlint_None_comment-spacing;0.0077
results_ktlint_None_indent;0.0095
results_ktlint_None_no-unit-return;0.0099
results_ktlint_None_paren-spacing;0.0148
results_ktlint_None_final-newline;0.0152
results_ktlint_None_no-semi;0.0158
results_ktlint_None_no-blank-line-before-rbrace;0.0167
results_ktlint_None_chain-wrapping;0.0178
results_ktlint_None_curly-spacing;0.0188
results_ktlint_None_comma-spacing;0.0203
results_ktlint_None_string-template;0.0211
