Variables,Importance
results_ktlint_None_no-blank-line-before-rbrace,-0.0106
results_ktlint_None_no-wildcard-imports,-0.0099
results_ktlint_None_comma-spacing,-0.0070
results_ktlint_None_modifier-order,-0.0037
results_ktlint_None_no-semi,-0.0035
results_ktlint_None_parameter-list-wrapping,-0.0020
results_ktlint_None_no-multi-spaces,-0.0014
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_paren-spacing,0.0000
results_ktlint_None_string-template,0.0000
results_ktlint_None_op-spacing,0.0005
results_ktlint_None_no-line-break-before-assignment,0.0009
results_ktlint_None_keyword-spacing,0.0009
results_ktlint_None_range-spacing,0.0025
results_ktlint_None_dot-spacing,0.0031
results_ktlint_None_colon-spacing,0.0048
results_ktlint_None_import-ordering,0.0050
results_ktlint_None_no-consecutive-blank-lines,0.0062
results_ktlint_None_curly-spacing,0.0074
results_ktlint_None_no-empty-class-body,0.0095
results_ktlint_None_no-unit-return,0.0108
results_ktlint_None_comment-spacing,0.0114
results_ktlint_None_chain-wrapping,0.0119
results_ktlint_None_no-unused-imports,0.0187
results_ktlint_None_final-newline,0.0283
results_ktlint_None_no-trailing-spaces,0.0389
results_ktlint_None_indent,0.0828
results_ktlint_None_,0.0889
