Variables,Importance
results_ktlint_None_string-template,-0.0083
results_ktlint_None_no-line-break-before-assignment,-0.0078
results_ktlint_None_op-spacing,-0.0056
results_ktlint_None_modifier-order,-0.0050
results_ktlint_None_dot-spacing,-0.0022
results_ktlint_None_comma-spacing,-0.0021
results_ktlint_None_range-spacing,-0.0001
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_no-trailing-spaces,0.0024
results_ktlint_None_no-unit-return,0.0069
results_ktlint_None_no-multi-spaces,0.0079
results_ktlint_None_no-semi,0.0083
results_ktlint_None_no-empty-class-body,0.0094
results_ktlint_None_parameter-list-wrapping,0.0135
results_ktlint_None_colon-spacing,0.0145
results_ktlint_None_comment-spacing,0.0147
results_ktlint_None_paren-spacing,0.0162
results_ktlint_None_no-consecutive-blank-lines,0.0173
results_ktlint_None_chain-wrapping,0.0241
results_ktlint_None_no-blank-line-before-rbrace,0.0245
results_ktlint_None_indent,0.0255
results_ktlint_None_no-unused-imports,0.0277
results_ktlint_None_keyword-spacing,0.0282
results_ktlint_None_no-wildcard-imports,0.0297
results_ktlint_None_import-ordering,0.0302
results_ktlint_None_final-newline,0.0388
results_ktlint_None_curly-spacing,0.0412
results_ktlint_None_,0.0852
