Variables,Importance
results_HLint_Suggestion_Use-newtype-instead-of-data,-0.0164
results_HLint_Warning_Use-unwords,-0.0088
results_HLint_Warning_Redundant-fmap,-0.0086
results_HLint_Suggestion_Use-:,-0.0083
results_HLint_Suggestion_Use-=<<,-0.0072
results_HLint_Warning_Use-Just,-0.0061
results_HLint_Suggestion_Use-<$>,-0.0056
results_HLint_Suggestion_Use-head,-0.0054
results_HLint_Suggestion_Use-list-literal,-0.0053
results_HLint_Suggestion_Use-void,-0.0044
results_HLint_Warning_Use-sequenceA,-0.0042
results_HLint_Warning_Use-isNothing,-0.0040
results_HLint_Warning_Eta-reduce,-0.0039
results_HLint_Suggestion_Use-section,-0.0037
results_HLint_Warning_Use-maybe,-0.0036
results_HLint_Suggestion_Use-++,-0.0036
results_HLint_Warning_Use-mapM,-0.0034
results_HLint_Suggestion_Replace-case-with-fromMaybe,-0.0033
results_HLint_Warning_Redundant-return,-0.0028
results_HLint_Warning_Fuse-mapMaybe/map,-0.0026
results_HLint_Suggestion_Use-let,-0.0025
results_HLint_Suggestion_Use-fmap,-0.0025
results_HLint_Warning_Use-zipWithM,-0.0022
results_HLint_Warning_Redundant-lambda,-0.0021
results_HLint_Suggestion_Use-zipWith,-0.0021
results_HLint_Suggestion_Replace-case-with-maybe,-0.0021
results_HLint_Suggestion_Use-first,-0.0019
results_HLint_Suggestion_Use-null,-0.0017
results_HLint_Warning_Use-dropWhile,-0.0017
results_HLint_Warning_Use-fmap,-0.0017
results_HLint_Warning_Redundant-if,-0.0016
results_HLint_Warning_Use-when,-0.0016
results_HLint_Warning_Use-fewer-LANGUAGE-pragmas,-0.0015
results_HLint_Suggestion_Use-lambda-case,-0.0015
results_HLint_Warning_Use-splitAt,-0.0012
results_HLint_Suggestion_Use->=>,-0.0011
results_HLint_Suggestion_Use-<=<,-0.0010
results_HLint_Warning_Use-concatMap,-0.0009
"results_HLint_Warning_Monad-law,-right-identity",-0.0008
results_HLint_Suggestion_Redundant-as,-0.0007
results_HLint_Suggestion_Redundant-$,-0.0007
results_HLint_Suggestion_Redundant-guard,-0.0005
results_HLint_Suggestion_Use-<$,-0.0005
results_HLint_Suggestion_Use-map-once,-0.0004
results_HLint_Suggestion_Use-catMaybes,-0.0004
results_HLint_Suggestion_Use-handle,-0.0004
results_HLint_Warning_Use-second,-0.0003
results_HLint_Warning_Use-concat,-0.0003
results_HLint_Warning_Use-minimumBy,-0.0003
results_HLint_Warning_Use-isJust,-0.0003
results_HLint_Suggestion_Fuse-concatMap/map,-0.0003
results_HLint_Warning_Avoid-reverse,-0.0002
results_HLint_Suggestion_Use-||,-0.0002
results_HLint_Warning_Use-take,-0.0002
results_HLint_Suggestion_Redundant-==,-0.0002
results_HLint_Suggestion_Use-infix,-0.0002
results_HLint_Warning_Use-replicateM,-0.0002
results_HLint_Warning_Use-elem,-0.0001
results_HLint_Warning_Evaluate,-0.0001
results_HLint_Warning_Use-isDigit,-0.0001
results_HLint_Warning_Use-empty,-0.0000
results_HLint_Warning_Redundant-variable-capture,-0.0000
results_HLint_Warning_Use-bimap,-0.0000
results_HLint_Suggestion_Move-map-inside-list-comprehension,-0.0000
results_HLint_Warning_Use-sort,-0.0000
results_HLint_Warning_Use-maybeToList,-0.0000
results_HLint_Suggestion_Redundant-pair,-0.0000
results_HLint_Suggestion_Move-flip,0.0000
results_HLint_Warning_Used-otherwise-as-a-pattern,0.0000
results_HLint_Warning_Using-and-on-tuple,0.0000
results_HLint_Warning_Use-mkWeakPair,0.0000
results_HLint_Warning_Redundant-curry,0.0000
results_HLint_Warning_Using-foldr1-on-tuple,0.0000
results_HLint_Warning_Use-sum,0.0000
results_HLint_Warning_Use-execState,0.0000
results_HLint_Warning_Using-minimum-on-tuple,0.0000
results_HLint_Warning_Using-foldl1-on-tuple,0.0000
results_HLint_Suggestion_Use-showHex,0.0000
results_HLint_Suggestion_Use-bracket_,0.0000
results_HLint_Warning_Use-hReady,0.0000
results_HLint_Suggestion_Use-tan,0.0000
results_HLint_Suggestion_Use-floor,0.0000
results_HLint_Suggestion_Use-mapM,0.0000
results_HLint_Suggestion_Use-forM_,0.0000
results_HLint_Warning_Use-minimum,0.0000
results_HLint_Warning_Use-<|>,0.0000
results_HLint_Warning_Use-break,0.0000
results_HLint_Warning_Use-$,0.0000
results_HLint_Suggestion_Use-lambda,0.0000
results_HLint_Suggestion_Redundant-list-comprehension,0.0000
results_HLint_Suggestion_Use-forM,0.0000
results_HLint_Warning_Using-fold-on-tuple,0.0000
results_HLint_Warning_Use-shows,0.0000
"results_HLint_Suggestion_Use-(,,)",0.0000
results_HLint_Warning_Use-for,0.0000
results_HLint_Warning_Redundant-seq,0.0000
results_HLint_Warning_Redundant-$!,0.0000
results_HLint_Warning_Redundant-<&>,0.0000
results_HLint_Warning_Missing-NOINLINE-pragma,0.0000
results_HLint_Suggestion_Use-withFile,0.0000
results_HLint_Warning_Use-zip,0.0000
results_HLint_Warning_Redundant-fromIntegral,0.0000
results_HLint_Warning_Redundant-maybe,0.0000
results_HLint_Suggestion_Use-otherwise,0.0000
results_HLint_Warning_Use-elemIndices,0.0000
results_HLint_Warning_Use-sequence_,0.0000
results_HLint_Warning_Use->>,0.0000
results_HLint_Warning_Use-nub,0.0000
results_HLint_Warning_Use-either,0.0000
"results_HLint_Suggestion_Use-(,)",0.0000
results_HLint_Warning_Use-repeat,0.0000
results_HLint_Warning_Redundant->>,0.0000
results_HLint_Warning_Use-traverse,0.0000
results_HLint_Suggestion_Use-error,0.0000
results_HLint_Suggestion_Use-odd,0.0000
results_HLint_Warning_Use-group,0.0000
results_HLint_Warning_Use-span,0.0000
results_HLint_Warning_Use-lefts,0.0000
results_HLint_Suggestion_Use-sqrt,0.0000
results_HLint_Warning_Use-getLine,0.0000
results_HLint_Warning_Use-show,0.0000
results_HLint_Warning_Redundant-void,0.0000
results_HLint_Warning_Using-all-on-tuple,0.0000
results_HLint_Warning_Use-rights,0.0000
results_HLint_Suggestion_Use--,0.0000
results_HLint_Warning_Use-foldr1,0.0000
results_HLint_Suggestion_Use-logBase,0.0000
results_HLint_Warning_Use-foldr,0.0000
results_HLint_Warning_Use-unlines,0.0000
results_HLint_Suggestion_Fuse-on/on,0.0000
results_HLint_Suggestion_Redundant-/=,0.0000
results_HLint_Warning_Using-foldMap-on-tuple,0.0000
results_HLint_Warning_Use-product,0.0000
results_HLint_Suggestion_Use-writeList2Chan,0.0000
results_HLint_Warning_Use-isOctDigit,0.0000
results_HLint_Warning_Redundant-negate,0.0000
results_HLint_Warning_Using-or-on-tuple,0.0000
results_HLint_Suggestion_Use-TH-quotation-brackets,0.0000
results_HLint_Suggestion_Use-unzip,0.0000
results_HLint_Warning_Use-nonTermination,0.0000
results_HLint_Warning_Use->=,0.0000
