CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
7.897098095068541,3.037169551634546,3.6300230129226407,1.4975975564040913,92.10290190493144,3.0371695516345443,96.36997698707737,1.4975975564040889,77.41966839014877,0.37771664612336237,96.36997698707737,1.4975975564040889,52.33944220242787,0.025497243702680535,85.85393696381246,0.47979728055886184,8.645677598518883,3.0479638469280084
