CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
2.3883449053468637,1.2285185283836515,1.0858780315100016,0.565501800098246,97.61165509465313,1.228518528383652,98.91412196849,0.5655018000982481,76.84997485753898,0.18809731454689707,98.91412196849,0.5655018000982481,52.30099418743177,0.020129476997404357,86.4962391492571,0.22810699291374512,4.746822114079075,2.9238567280364567
