Variables;Importance
results_ktlint_None_;-0.0524
results_ktlint_None_chain-wrapping;-0.0515
results_ktlint_None_no-multi-spaces;-0.0401
results_ktlint_None_no-semi;-0.0380
results_ktlint_None_comma-spacing;-0.0330
results_ktlint_None_no-line-break-before-assignment;-0.0297
results_ktlint_None_no-empty-class-body;-0.0258
results_ktlint_None_import-ordering;-0.0254
results_ktlint_None_curly-spacing;-0.0244
results_ktlint_None_no-consecutive-blank-lines;-0.0242
results_ktlint_None_indent;-0.0227
results_ktlint_None_paren-spacing;-0.0199
results_ktlint_None_comment-spacing;-0.0180
results_ktlint_None_no-trailing-spaces;-0.0172
results_ktlint_None_keyword-spacing;-0.0161
results_ktlint_None_modifier-order;-0.0130
results_ktlint_None_no-wildcard-imports;-0.0121
results_ktlint_None_no-blank-line-before-rbrace;-0.0090
results_ktlint_None_colon-spacing;-0.0052
results_ktlint_None_no-unused-imports;-0.0049
results_ktlint_None_string-template;-0.0037
results_ktlint_None_no-line-break-after-else;-0.0032
results_ktlint_None_no-unit-return;-0.0016
results_ktlint_None_range-spacing;0.0060
results_ktlint_None_dot-spacing;0.0088
results_ktlint_None_op-spacing;0.0173
results_ktlint_None_parameter-list-wrapping;0.0178
results_ktlint_None_final-newline;0.0204
