Variables;Importance
results_ktlint_None_no-wildcard-imports;-0.0219
results_ktlint_None_colon-spacing;-0.0190
results_ktlint_None_final-newline;-0.0189
results_ktlint_None_range-spacing;-0.0132
results_ktlint_None_modifier-order;-0.0122
results_ktlint_None_op-spacing;-0.0068
results_ktlint_None_chain-wrapping;-0.0054
results_ktlint_None_comment-spacing;-0.0035
results_ktlint_None_keyword-spacing;-0.0017
results_ktlint_None_no-blank-line-before-rbrace;0.0021
results_ktlint_None_paren-spacing;0.0028
results_ktlint_None_no-line-break-after-else;0.0029
results_ktlint_None_string-template;0.0035
results_ktlint_None_no-consecutive-blank-lines;0.0056
results_ktlint_None_no-unit-return;0.0086
results_ktlint_None_no-trailing-spaces;0.0090
results_ktlint_None_no-semi;0.0100
results_ktlint_None_parameter-list-wrapping;0.0101
results_ktlint_None_import-ordering;0.0108
results_ktlint_None_comma-spacing;0.0119
results_ktlint_None_dot-spacing;0.0150
results_ktlint_None_no-unused-imports;0.0164
results_ktlint_None_no-multi-spaces;0.0169
results_ktlint_None_no-empty-class-body;0.0181
results_ktlint_None_no-line-break-before-assignment;0.0236
results_ktlint_None_curly-spacing;0.0371
results_ktlint_None_;0.0633
results_ktlint_None_indent;0.0712
