Variables;Importance
results_ktlint_None_;-0.0474
results_ktlint_None_no-semi;-0.0380
results_ktlint_None_no-multi-spaces;-0.0374
results_ktlint_None_chain-wrapping;-0.0355
results_ktlint_None_no-line-break-before-assignment;-0.0280
results_ktlint_None_curly-spacing;-0.0228
results_ktlint_None_indent;-0.0194
results_ktlint_None_dot-spacing;-0.0187
results_ktlint_None_no-consecutive-blank-lines;-0.0171
results_ktlint_None_no-empty-class-body;-0.0141
results_ktlint_None_paren-spacing;-0.0103
results_ktlint_None_comma-spacing;-0.0095
results_ktlint_None_no-trailing-spaces;-0.0088
results_ktlint_None_modifier-order;-0.0075
results_ktlint_None_comment-spacing;-0.0059
results_ktlint_None_no-unused-imports;-0.0054
results_ktlint_None_colon-spacing;-0.0051
results_ktlint_None_keyword-spacing;-0.0043
results_ktlint_None_no-wildcard-imports;-0.0004
results_ktlint_None_no-line-break-after-else;0.0015
results_ktlint_None_import-ordering;0.0022
results_ktlint_None_no-blank-line-before-rbrace;0.0039
results_ktlint_None_range-spacing;0.0058
results_ktlint_None_string-template;0.0069
results_ktlint_None_parameter-list-wrapping;0.0173
results_ktlint_None_no-unit-return;0.0184
results_ktlint_None_op-spacing;0.0220
results_ktlint_None_final-newline;0.0277
