Variables,Importance
results_ktlint_None_final-newline,-0.0352
results_ktlint_None_,-0.0351
results_ktlint_None_curly-spacing,-0.0321
results_ktlint_None_no-wildcard-imports,-0.0190
results_ktlint_None_modifier-order,-0.0183
results_ktlint_None_import-ordering,-0.0132
results_ktlint_None_no-multi-spaces,-0.0083
results_ktlint_None_paren-spacing,-0.0080
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_dot-spacing,0.0033
results_ktlint_None_range-spacing,0.0041
results_ktlint_None_no-consecutive-blank-lines,0.0050
results_ktlint_None_no-line-break-before-assignment,0.0051
results_ktlint_None_chain-wrapping,0.0054
results_ktlint_None_no-trailing-spaces,0.0062
results_ktlint_None_no-unit-return,0.0095
results_ktlint_None_no-blank-line-before-rbrace,0.0108
results_ktlint_None_no-semi,0.0120
results_ktlint_None_colon-spacing,0.0133
results_ktlint_None_indent,0.0134
results_ktlint_None_no-empty-class-body,0.0156
results_ktlint_None_comment-spacing,0.0165
results_ktlint_None_op-spacing,0.0178
results_ktlint_None_keyword-spacing,0.0179
results_ktlint_None_string-template,0.0216
results_ktlint_None_comma-spacing,0.0249
results_ktlint_None_parameter-list-wrapping,0.0328
results_ktlint_None_no-unused-imports,0.0341
