Variables,Importance
results_ktlint_None_no-consecutive-blank-lines,-0.0344
results_ktlint_None_parameter-list-wrapping,-0.0180
results_ktlint_None_comma-spacing,-0.0145
results_ktlint_None_no-semi,-0.0101
results_ktlint_None_string-template,-0.0080
results_ktlint_None_chain-wrapping,-0.0074
results_ktlint_None_no-unit-return,-0.0072
results_ktlint_None_op-spacing,-0.0016
results_ktlint_None_range-spacing,-0.0013
results_ktlint_None_modifier-order,-0.0006
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_no-line-break-before-assignment,0.0014
results_ktlint_None_dot-spacing,0.0023
results_ktlint_None_paren-spacing,0.0036
results_ktlint_None_no-blank-line-before-rbrace,0.0079
results_ktlint_None_no-empty-class-body,0.0100
results_ktlint_None_no-multi-spaces,0.0154
results_ktlint_None_keyword-spacing,0.0167
results_ktlint_None_comment-spacing,0.0191
results_ktlint_None_final-newline,0.0195
results_ktlint_None_colon-spacing,0.0232
results_ktlint_None_import-ordering,0.0255
results_ktlint_None_no-wildcard-imports,0.0260
results_ktlint_None_no-unused-imports,0.0281
results_ktlint_None_curly-spacing,0.0310
results_ktlint_None_no-trailing-spaces,0.0411
results_ktlint_None_indent,0.0854
results_ktlint_None_,0.1122
