Variables,Importance
results_ktlint_None_no-consecutive-blank-lines,-0.0162
results_ktlint_None_no-semi,-0.0144
results_ktlint_None_modifier-order,-0.0131
results_ktlint_None_op-spacing,-0.0098
results_ktlint_None_paren-spacing,-0.0095
results_ktlint_None_parameter-list-wrapping,-0.0061
results_ktlint_None_chain-wrapping,-0.0050
results_ktlint_None_string-template,-0.0028
results_ktlint_None_range-spacing,-0.0028
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_import-ordering,0.0004
results_ktlint_None_no-line-break-before-assignment,0.0004
results_ktlint_None_no-unit-return,0.0006
results_ktlint_None_comma-spacing,0.0038
results_ktlint_None_dot-spacing,0.0066
results_ktlint_None_no-blank-line-before-rbrace,0.0067
results_ktlint_None_no-multi-spaces,0.0076
results_ktlint_None_colon-spacing,0.0088
results_ktlint_None_keyword-spacing,0.0115
results_ktlint_None_comment-spacing,0.0130
results_ktlint_None_final-newline,0.0131
results_ktlint_None_curly-spacing,0.0134
results_ktlint_None_no-empty-class-body,0.0147
results_ktlint_None_no-unused-imports,0.0225
results_ktlint_None_no-trailing-spaces,0.0370
results_ktlint_None_no-wildcard-imports,0.0430
results_ktlint_None_indent,0.1148
results_ktlint_None_,0.1263
