Variables;Importance
results_flawfinder_note_input-fread;-0.0602
results_flawfinder_note_buffer-_tcscat;-0.0557
results_flawfinder_warning_buffer-getopt;-0.0530
results_flawfinder_note_buffer-wcsncat;-0.0523
results_flawfinder_note_access-umask;-0.0520
results_flawfinder_note_format-wprintf;-0.0515
results_flawfinder_note_format-vprintf;-0.0514
results_flawfinder_error_access-ImpersonateLoggedOnUser;-0.0512
results_flawfinder_warning_shell-CreateProcessAsUser;-0.0512
results_flawfinder_note_buffer-lstrcpyn;-0.0512
results_flawfinder_warning_misc-AddAccessAllowedAce;-0.0512
results_flawfinder_error_buffer-lstrcat;-0.0512
results_flawfinder_note_buffer-sscanf;-0.0509
results_flawfinder_warning_misc-chroot;-0.0506
results_flawfinder_error_buffer-strcat;-0.0505
results_flawfinder_warning_buffer-getopt_long;-0.0500
results_flawfinder_error_buffer-lstrcpynW;-0.0499
results_flawfinder_note_buffer-wchar_t;-0.0498
results_flawfinder_note_obsolete-usleep;-0.0497
results_flawfinder_note_format-vsprintf;-0.0494
results_flawfinder_note_buffer-wcsncpy;-0.0492
results_flawfinder_error_buffer-_tcscat;-0.0483
results_flawfinder_error_access-RpcImpersonateClient;-0.0482
results_flawfinder_note_format-fprintf;-0.0481
results_flawfinder_error_buffer-vsscanf;-0.0480
results_flawfinder_note_input-recv;-0.0479
results_flawfinder_error_buffer-vsprintf;-0.0479
results_flawfinder_error_shell-execl;-0.0475
results_flawfinder_error_buffer-sprintf;-0.0473
results_flawfinder_note_buffer-wcscat;-0.0472
results_flawfinder_warning_buffer-getenv;-0.0466
results_flawfinder_error_access-ImpersonateSecurityContext;-0.0465
results_flawfinder_note_format-swprintf;-0.0463
results_flawfinder_note_buffer-equal;-0.0462
results_flawfinder_note_buffer-strcpy;-0.0461
results_flawfinder_error_buffer-StrCatChainW;-0.0458
results_flawfinder_note_buffer-swprintf;-0.0457
results_flawfinder_error_race-chown;-0.0456
results_flawfinder_note_misc-open;-0.0454
results_flawfinder_error_buffer-_tcscpy;-0.0449
results_flawfinder_note_tmpfile-tmpfile;-0.0449
results_flawfinder_error_format-syslog;-0.0448
results_flawfinder_error_buffer-scanf;-0.0447
results_flawfinder_error_buffer-lstrcatW;-0.0440
results_flawfinder_error_shell-WinExec;-0.0436
results_flawfinder_error_format-printf;-0.0435
results_flawfinder_error_format-vfprintf;-0.0425
results_flawfinder_error_format-fprintf;-0.0418
results_flawfinder_error_format-wprintf;-0.0418
results_flawfinder_note_format-syslog;-0.0416
results_flawfinder_error_shell-popen;-0.0412
results_flawfinder_note_buffer-wcslen;-0.0412
results_flawfinder_warning_tmpfile-GetTempFileName;-0.0409
results_flawfinder_error_buffer-wcscat;-0.0409
results_flawfinder_warning_random-random;-0.0408
results_flawfinder_error_race-access;-0.0403
results_flawfinder_error_shell-execv;-0.0403
results_flawfinder_error_tmpfile-mktemp;-0.0399
results_flawfinder_warning_misc-InitializeCriticalSection;-0.0392
results_flawfinder_note_buffer-MultiByteToWideChar;-0.0390
results_flawfinder_error_shell-ShellExecute;-0.0390
results_flawfinder_note_format-sprintf;-0.0385
results_flawfinder_error_format-sprintf;-0.0384
results_flawfinder_error_buffer-StrCatBuffW;-0.0384
results_flawfinder_note_format-_sntprintf;-0.0384
results_flawfinder_note_format-fwprintf;-0.0384
results_flawfinder_error_buffer-StrCpyA;-0.0384
results_flawfinder_error_buffer-StrCatA;-0.0384
results_flawfinder_error_misc-SetSecurityDescriptorDacl;-0.0380
results_flawfinder_note_buffer-_tcslen;-0.0379
results_flawfinder_error_shell-execlp;-0.0376
results_flawfinder_error_buffer-fscanf;-0.0376
results_flawfinder_error_buffer-MultiByteToWideChar;-0.0373
results_flawfinder_error_buffer-lstrcpyW;-0.0371
