Issue,Importance
results_ktlint_None_no-unused-imports,0.01108932
results_ktlint_None_indent,0.24666954
results_ktlint_None_final-newline,0.04672731
results_ktlint_None_no-multi-spaces,0.01614949
results_ktlint_None_comma-spacing,0.00070684
results_ktlint_None_parameter-list-wrapping,0.07029940
results_ktlint_None_no-unit-return,0.00000587
results_ktlint_None_no-trailing-spaces,0.00207170
results_ktlint_None_curly-spacing,0.02111818
results_ktlint_None_import-ordering,-0.16805019
results_ktlint_None_no-wildcard-imports,0.04092429
results_ktlint_None_no-consecutive-blank-lines,-0.20630189
results_ktlint_None_comment-spacing,0.00089848
results_ktlint_None_string-template,-0.00010982
results_ktlint_None_keyword-spacing,0.00223405
results_ktlint_None_colon-spacing,0.00337779
results_ktlint_None_chain-wrapping,0.04437049
results_ktlint_None_no-blank-line-before-rbrace,0.01675532
results_ktlint_None_op-spacing,0.00012074
results_ktlint_None_no-semi,-0.00018260
results_ktlint_None_paren-spacing,-0.00205922
results_ktlint_None_modifier-order,0.00477286
results_ktlint_None_no-empty-class-body,0.00000656
results_ktlint_None_no-line-break-before-assignment,0.00016179
results_ktlint_None_,0.00002654
results_ktlint_None_dot-spacing,-0.00000714
results_ktlint_None_range-spacing,0.00009075
results_ktlint_None_no-line-break-after-else,0.00000000
