CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
5.801554803869207,2.4295595663657643,1.9339816781731276,0.7090669278258976,94.19844519613079,2.429559566365766,98.06601832182687,0.7090669278259037,77.32886189232991,0.4027348270543812,98.06601832182687,0.7090669278259037,49.89148649571032,0.0038191190703518708,86.46922864635951,0.29341464109504606,9.654551619154745,4.44367088722147
