CM_TNR_mean,CM_TNR_std,CM_FNR_mean,CM_FNR_std,CM_FPR_mean,CM_FPR_std,CM_TPR_mean,CM_TPR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_mean,AUC_std,F1_mean,F1_std,MCC_mean,MCC_std
4.338496231677645,2.1358502122935166,1.6513652858913084,0.5375486167790459,95.66150376832235,2.1358502122935152,98.34863471410868,0.5375486167790455,77.10802237606592,0.32444326888075675,98.34863471410868,0.5375486167790455,51.86718022357726,0.008534267624804687,86.44085301458594,0.13120720834922583,7.316995160914118,3.0689533413602628
