mean_fpr,mean_tpr,tprs_lower,tprs_upper
0.0,0.0,0.0,0.0
0.010101010101010102,0.009812068475770017,0.004843601205552423,0.014780535745987613
0.020202020202020204,0.016235639274672732,0.010971994679329237,0.021499283870016227
0.030303030303030304,0.021498676354624307,0.015266273328696692,0.027731079380551922
0.04040404040404041,0.028508495067509937,0.019065004307334696,0.03795198582768518
0.05050505050505051,0.03473871079354351,0.025344472361552774,0.04413294922553424
0.06060606060606061,0.045926311206864176,0.03409568013879982,0.05775694227492853
0.07070707070707072,0.057569416505290114,0.040571716584920495,0.07456711642565973
0.08080808080808081,0.06713670442477046,0.05494804122357553,0.0793253676259654
0.09090909090909091,0.07364867660202039,0.05828044421024676,0.08901690899379402
0.10101010101010102,0.08356093794401395,0.06666060052679527,0.10046127536123263
0.11111111111111112,0.09437058969308816,0.07715149069489097,0.11158968869128535
0.12121212121212122,0.10374538807615952,0.08364902851937801,0.12384174763294102
0.13131313131313133,0.11330384118834018,0.09009420024306035,0.13651348213362002
0.14141414141414144,0.12316925030872725,0.0970849542742008,0.1492535463432537
0.15151515151515152,0.13480622737452375,0.10886722615407032,0.16074522859497717
0.16161616161616163,0.14668845612857545,0.12132228224131311,0.1720546300158378
0.17171717171717174,0.1585706848826271,0.13377246704745793,0.18336890271779627
0.18181818181818182,0.17045291363667875,0.14621743809606477,0.19468838917729273
0.19191919191919193,0.18233514239073045,0.15865682365150363,0.20601346112995728
0.20202020202020204,0.19421737114478216,0.17109022002946603,0.2173445222600983
0.21212121212121213,0.20609959989883384,0.18351718869315342,0.22868201110451425
0.22222222222222224,0.21798182865288548,0.19593725313481897,0.240026404170952
0.23232323232323235,0.2298640574069372,0.20834989554925468,0.2513782192646197
0.24242424242424243,0.24174628616098884,0.22075455331534438,0.2627380190066333
0.25252525252525254,0.25362851491504057,0.233150615314623,0.27410641451545814
0.26262626262626265,0.2655107436690922,0.24553741813266286,0.2854840692055216
0.27272727272727276,0.2773929724231439,0.25791424221090714,0.2968717026353807
0.2828282828282829,0.28927520117719563,0.2702803080441571,0.30827009431023417
0.29292929292929293,0.3011574299312473,0.28263477255311903,0.3196800873093755
0.30303030303030304,0.3130396586852989,0.29497672580281753,0.3311025915677803
0.31313131313131315,0.3249218874393506,0.30730518828644304,0.3425385865922581
0.32323232323232326,0.3368041161934023,0.3196191090497144,0.35398912333709015
0.33333333333333337,0.348686344947454,0.3319173649912766,0.36545532490363136
0.3434343434343435,0.36056857370150575,0.3441987617364807,0.3769383856665308
0.3535353535353536,0.37245080245555745,0.35646203653922093,0.388439568371894
0.36363636363636365,0.38433303120960904,0.3687058637106009,0.3999601987086172
0.37373737373737376,0.3962152599636607,0.38092886309212054,0.41150165683520085
0.38383838383838387,0.4080974887177124,0.3931296120699065,0.4230653653655183
0.393939393939394,0.41997971747176405,0.4053066615483662,0.4346527733951619
0.4040404040404041,0.4318619462258158,0.4174585561500068,0.4462653363016248
0.4141414141414142,0.44374417497986746,0.42958385867061116,0.45790449128912375
0.42424242424242425,0.4556264037339191,0.4416811784923537,0.4695716289754845
0.43434343434343436,0.46750863248797075,0.45374920325361223,0.4812680617223293
0.4444444444444445,0.47939086124202246,0.46578673262493814,0.4929949898591068
0.4545454545454546,0.4912730899960741,0.47779271259918527,0.504753467392963
0.4646464646464647,0.5031553187501259,0.48976626834121134,0.5165443691590405
0.4747474747474748,0.5150375475041776,0.5017067334367666,0.5283683615715886
0.48484848484848486,0.5269197762582293,0.5136136733988329,0.5402258791176257
0.494949494949495,0.5388020050122808,0.5254869015704251,0.5521171084541365
0.5050505050505051,0.5506842337663326,0.5373264860973832,0.564041981435282
0.5151515151515152,0.5625664625203843,0.549132747372859,0.5760001776679097
0.5252525252525253,0.574448691274436,0.5609062461739416,0.5879911363749304
0.5353535353535354,0.5863309200284876,0.5726477634960027,0.6000140765609726
0.5454545454545455,0.5982131487825393,0.5843582737256291,0.6120680238394495
0.5555555555555556,0.6100953775365909,0.5960389131962875,0.6241518418768943
0.5656565656565657,0.6219776062906427,0.6076909463095492,0.6362642662717362
0.5757575757575758,0.6338598350446943,0.6193157312965063,0.6484039387928824
0.5858585858585859,0.6457420637987459,0.6309146873950032,0.6605694402024885
0.595959595959596,0.6576242925527978,0.6424892648040291,0.6727593203015664
0.6060606060606061,0.6695065213068492,0.6540409183230902,0.6849721242906082
0.6161616161616162,0.6813887500609012,0.6655710851540941,0.6972064149677082
0.6262626262626263,0.6932709788149528,0.6770811669780492,0.7094607906518564
0.6363636363636365,0.7051532075690045,0.6885725161394478,0.7217338989985611
0.6464646464646465,0.7170354363230562,0.7000464255805929,0.7340244470655195
0.6565656565656566,0.7289176650771078,0.7115041220576526,0.746331208096563
0.6666666666666667,0.7407998938311595,0.7229467621246263,0.7586530255376928
0.6767676767676768,0.752682122585211,0.7343754303736519,0.7709888147967702
0.686868686868687,0.7645643513392628,0.7457911394541267,0.783337563224399
0.696969696969697,0.7764465800933145,0.757194831445537,0.7956983287410919
0.7070707070707072,0.7883288088473662,0.7685873802195361,0.8080702374751964
0.7171717171717172,0.800211037601418,0.7799695944884445,0.8204524807143915
0.7272727272727273,0.8120932663554695,0.7913422212954899,0.8328443114154491
