Variables;Importance
results_ktlint_None_no-line-break-after-else;-0.0125
results_ktlint_None_op-spacing;-0.0068
results_ktlint_None_indent;-0.0064
results_ktlint_None_paren-spacing;-0.0027
results_ktlint_None_range-spacing;0.0000
results_ktlint_None_import-ordering;0.0018
results_ktlint_None_no-wildcard-imports;0.0032
results_ktlint_None_dot-spacing;0.0073
results_ktlint_None_parameter-list-wrapping;0.0088
results_ktlint_None_no-empty-class-body;0.0092
results_ktlint_None_keyword-spacing;0.0101
results_ktlint_None_no-trailing-spaces;0.0118
results_ktlint_None_modifier-order;0.0119
results_ktlint_None_comma-spacing;0.0122
results_ktlint_None_no-unused-imports;0.0124
results_ktlint_None_chain-wrapping;0.0125
results_ktlint_None_colon-spacing;0.0134
results_ktlint_None_no-semi;0.0163
results_ktlint_None_final-newline;0.0172
results_ktlint_None_string-template;0.0185
results_ktlint_None_no-multi-spaces;0.0213
results_ktlint_None_;0.0228
results_ktlint_None_no-blank-line-before-rbrace;0.0229
results_ktlint_None_no-unit-return;0.0232
results_ktlint_None_curly-spacing;0.0245
results_ktlint_None_no-line-break-before-assignment;0.0253
results_ktlint_None_no-consecutive-blank-lines;0.0283
results_ktlint_None_comment-spacing;0.0419
