Variables;Importance
results_ktlint_None_keyword-spacing;-0.0170
results_ktlint_None_no-semi;-0.0107
results_ktlint_None_range-spacing;0.0009
results_ktlint_None_no-line-break-after-else;0.0019
results_ktlint_None_modifier-order;0.0031
results_ktlint_None_chain-wrapping;0.0038
results_ktlint_None_string-template;0.0042
results_ktlint_None_op-spacing;0.0048
results_ktlint_None_final-newline;0.0053
results_ktlint_None_no-wildcard-imports;0.0063
results_ktlint_None_no-blank-line-before-rbrace;0.0076
results_ktlint_None_colon-spacing;0.0076
results_ktlint_None_dot-spacing;0.0077
results_ktlint_None_no-unused-imports;0.0080
results_ktlint_None_no-line-break-before-assignment;0.0089
results_ktlint_None_paren-spacing;0.0089
results_ktlint_None_comment-spacing;0.0094
results_ktlint_None_no-consecutive-blank-lines;0.0145
results_ktlint_None_no-unit-return;0.0153
results_ktlint_None_parameter-list-wrapping;0.0167
results_ktlint_None_no-trailing-spaces;0.0192
results_ktlint_None_no-multi-spaces;0.0243
results_ktlint_None_no-empty-class-body;0.0262
results_ktlint_None_import-ordering;0.0280
results_ktlint_None_curly-spacing;0.0305
results_ktlint_None_indent;0.0335
results_ktlint_None_comma-spacing;0.0394
results_ktlint_None_;0.0723
