Variables;Importance
results_ktlint_None_no-consecutive-blank-lines;-0.0315
results_ktlint_None_no-semi;-0.0142
results_ktlint_None_no-multi-spaces;-0.0140
results_ktlint_None_chain-wrapping;-0.0117
results_ktlint_None_no-blank-line-before-rbrace;-0.0081
results_ktlint_None_no-unused-imports;-0.0067
results_ktlint_None_no-line-break-after-else;-0.0057
results_ktlint_None_no-unit-return;-0.0036
results_ktlint_None_dot-spacing;-0.0033
results_ktlint_None_modifier-order;-0.0012
results_ktlint_None_parameter-list-wrapping;-0.0007
results_ktlint_None_import-ordering;0.0013
results_ktlint_None_no-trailing-spaces;0.0015
results_ktlint_None_paren-spacing;0.0025
results_ktlint_None_op-spacing;0.0028
results_ktlint_None_no-line-break-before-assignment;0.0081
results_ktlint_None_comment-spacing;0.0089
results_ktlint_None_string-template;0.0111
results_ktlint_None_no-empty-class-body;0.0112
results_ktlint_None_keyword-spacing;0.0128
results_ktlint_None_comma-spacing;0.0139
results_ktlint_None_range-spacing;0.0146
results_ktlint_None_final-newline;0.0157
results_ktlint_None_colon-spacing;0.0191
results_ktlint_None_no-wildcard-imports;0.0248
results_ktlint_None_curly-spacing;0.0249
results_ktlint_None_indent;0.0263
results_ktlint_None_;0.0684
