Variables;Importance
results_ktlint_None_no-multi-spaces;-0.0509
results_ktlint_None_no-unit-return;-0.0339
results_ktlint_None_parameter-list-wrapping;-0.0315
results_ktlint_None_curly-spacing;-0.0197
results_ktlint_None_modifier-order;-0.0194
results_ktlint_None_chain-wrapping;-0.0185
results_ktlint_None_keyword-spacing;-0.0131
results_ktlint_None_paren-spacing;-0.0130
results_ktlint_None_colon-spacing;-0.0129
results_ktlint_None_comma-spacing;-0.0075
results_ktlint_None_no-empty-class-body;-0.0072
results_ktlint_None_no-trailing-spaces;-0.0070
results_ktlint_None_no-unused-imports;-0.0025
results_ktlint_None_op-spacing;-0.0024
results_ktlint_None_dot-spacing;-0.0021
results_ktlint_None_no-line-break-after-else;0.0000
results_ktlint_None_no-wildcard-imports;0.0001
results_ktlint_None_final-newline;0.0027
results_ktlint_None_no-semi;0.0050
results_ktlint_None_range-spacing;0.0065
results_ktlint_None_no-blank-line-before-rbrace;0.0102
results_ktlint_None_string-template;0.0105
results_ktlint_None_;0.0106
results_ktlint_None_comment-spacing;0.0120
results_ktlint_None_no-line-break-before-assignment;0.0194
results_ktlint_None_indent;0.0201
results_ktlint_None_no-consecutive-blank-lines;0.0237
results_ktlint_None_import-ordering;0.0240
