Variables;Importance
results_ktlint_None_keyword-spacing;-0.0125
results_ktlint_None_import-ordering;-0.0124
results_ktlint_None_no-semi;-0.0110
results_ktlint_None_colon-spacing;-0.0098
results_ktlint_None_no-line-break-after-else;-0.0097
results_ktlint_None_range-spacing;-0.0077
results_ktlint_None_string-template;-0.0065
results_ktlint_None_no-blank-line-before-rbrace;-0.0059
results_ktlint_None_op-spacing;-0.0002
results_ktlint_None_dot-spacing;0.0008
results_ktlint_None_final-newline;0.0020
results_ktlint_None_comment-spacing;0.0020
results_ktlint_None_modifier-order;0.0022
results_ktlint_None_curly-spacing;0.0025
results_ktlint_None_comma-spacing;0.0039
results_ktlint_None_;0.0044
results_ktlint_None_no-trailing-spaces;0.0067
results_ktlint_None_no-unit-return;0.0068
results_ktlint_None_no-multi-spaces;0.0073
results_ktlint_None_parameter-list-wrapping;0.0074
results_ktlint_None_paren-spacing;0.0087
results_ktlint_None_chain-wrapping;0.0091
results_ktlint_None_no-unused-imports;0.0094
results_ktlint_None_no-wildcard-imports;0.0100
results_ktlint_None_no-line-break-before-assignment;0.0111
results_ktlint_None_no-consecutive-blank-lines;0.0112
results_ktlint_None_indent;0.0171
results_ktlint_None_no-empty-class-body;0.0192
