Variables;Importance
results_ktlint_None_;-0.0454
results_ktlint_None_curly-spacing;-0.0323
results_ktlint_None_chain-wrapping;-0.0279
results_ktlint_None_indent;-0.0267
results_ktlint_None_no-multi-spaces;-0.0238
results_ktlint_None_no-semi;-0.0178
results_ktlint_None_modifier-order;-0.0160
results_ktlint_None_no-wildcard-imports;-0.0134
results_ktlint_None_colon-spacing;-0.0115
results_ktlint_None_no-trailing-spaces;-0.0112
results_ktlint_None_dot-spacing;-0.0092
results_ktlint_None_no-line-break-before-assignment;-0.0087
results_ktlint_None_paren-spacing;-0.0077
results_ktlint_None_no-empty-class-body;-0.0073
results_ktlint_None_comma-spacing;-0.0060
results_ktlint_None_no-unit-return;-0.0047
results_ktlint_None_no-blank-line-before-rbrace;-0.0024
results_ktlint_None_no-consecutive-blank-lines;-0.0018
results_ktlint_None_comment-spacing;-0.0016
results_ktlint_None_import-ordering;-0.0012
results_ktlint_None_no-unused-imports;0.0005
results_ktlint_None_keyword-spacing;0.0022
results_ktlint_None_string-template;0.0047
results_ktlint_None_final-newline;0.0086
results_ktlint_None_op-spacing;0.0117
results_ktlint_None_no-line-break-after-else;0.0122
results_ktlint_None_range-spacing;0.0138
results_ktlint_None_parameter-list-wrapping;0.0319
