Variables;Importance
results_ktlint_None_indent;-0.0196
results_ktlint_None_no-line-break-after-else;-0.0148
results_ktlint_None_keyword-spacing;-0.0121
results_ktlint_None_no-empty-class-body;-0.0077
results_ktlint_None_range-spacing;-0.0077
results_ktlint_None_no-unit-return;-0.0053
results_ktlint_None_no-consecutive-blank-lines;-0.0045
results_ktlint_None_op-spacing;-0.0015
results_ktlint_None_paren-spacing;0.0011
results_ktlint_None_final-newline;0.0029
results_ktlint_None_parameter-list-wrapping;0.0080
results_ktlint_None_dot-spacing;0.0082
results_ktlint_None_;0.0096
results_ktlint_None_no-blank-line-before-rbrace;0.0117
results_ktlint_None_chain-wrapping;0.0118
results_ktlint_None_no-trailing-spaces;0.0120
results_ktlint_None_no-unused-imports;0.0129
results_ktlint_None_string-template;0.0133
results_ktlint_None_colon-spacing;0.0158
results_ktlint_None_no-semi;0.0167
results_ktlint_None_no-wildcard-imports;0.0183
results_ktlint_None_no-multi-spaces;0.0198
results_ktlint_None_import-ordering;0.0218
results_ktlint_None_curly-spacing;0.0223
results_ktlint_None_no-line-break-before-assignment;0.0257
results_ktlint_None_modifier-order;0.0317
results_ktlint_None_comma-spacing;0.0356
results_ktlint_None_comment-spacing;0.0420
