mean_fpr,mean_tpr,tprs_lower,tprs_upper
0.0,0.0,0.0,0.0
0.010101010101010102,0.009240001875380937,0.0022335888901232346,0.01624641486063864
0.020202020202020204,0.0198384046759498,0.007775205378719025,0.03190160397318058
0.030303030303030304,0.029063195128177077,0.01685658121399613,0.041269809042358024
0.04040404040404041,0.038211338066933734,0.02398756177667425,0.05243511435719322
0.05050505050505051,0.05052807601544064,0.037315904344061415,0.06374024768681986
0.06060606060606061,0.056158177963232116,0.0406836523891216,0.07163270353734263
0.07070707070707072,0.06323232323232322,0.04801503336711674,0.07844961309752971
0.08080808080808081,0.07045087283354431,0.05432473099099643,0.08657701467609219
0.09090909090909091,0.08117409265423706,0.06238846560431294,0.09995971970416118
0.10101010101010102,0.09123822026349102,0.06794729565823275,0.11452914486874928
0.11111111111111112,0.10010873736505506,0.07760506472335857,0.12261241000675155
0.12121212121212122,0.11248826584566655,0.09690322927849458,0.12807330241283854
0.13131313131313133,0.12274843826690296,0.10564624448715607,0.13985063204664985
0.14141414141414144,0.13614298664096278,0.11814651994900217,0.1541394533329234
0.15151515151515152,0.14465673048030925,0.12522746807531063,0.16408599288530787
0.16161616161616163,0.15373124466318744,0.13421324019931394,0.17324924912706094
0.17171717171717174,0.16236169242453508,0.14025261478653187,0.1844707700625383
0.18181818181818182,0.17372538003431778,0.15023457817919245,0.19721618188944312
0.19191919191919193,0.1830908317907126,0.15803769970905027,0.2081439638723749
0.20202020202020204,0.1955335616505601,0.1700711099197085,0.2209960133814117
0.21212121212121213,0.2097737913859577,0.1853205231885153,0.2342270595834001
0.22222222222222224,0.2235070823764925,0.2007820723261629,0.2462320924268221
0.23232323232323235,0.2359939743588954,0.21471631813626169,0.25727163058152913
0.24242424242424243,0.24767586696721464,0.22659984929316385,0.2687518846412654
0.25252525252525254,0.2638524067679165,0.24134990851509874,0.28635490502073424
0.26262626262626265,0.27465732957774247,0.24912960870536913,0.30018505045011584
0.27272727272727276,0.28818424089621303,0.26293666408089733,0.3134318177115287
0.2828282828282829,0.3005559175576438,0.27386194937112135,0.3272498857441663
0.29292929292929293,0.3131136357966488,0.28519555403694474,0.34103171755635286
0.30303030303030304,0.3262866305288431,0.29801328915929715,0.35455997189838906
0.31313131313131315,0.33945962526103735,0.3107858060246173,0.3681334444974574
0.32323232323232326,0.3526326199932316,0.3235149703395668,0.3817502696468964
0.33333333333333337,0.3658056147254259,0.3362027319696722,0.39540849748117957
0.3434343434343435,0.3789786094576201,0.34885109134054165,0.4091061275746985
0.3535353535353536,0.3921516041898143,0.36146206912188705,0.4228411392577416
0.36363636363636365,0.4053245989220085,0.37403767974125757,0.43661151810275944
0.37373737373737376,0.41849759365420275,0.38657990897459593,0.45041527833380957
0.38383838383838387,0.43167058838639705,0.39909069561282534,0.46425048115996875
0.393939393939394,0.4448435831185912,0.4115719170149121,0.4781152492222703
0.4040404040404041,0.4580165778507855,0.4240253782273734,0.49200777747419755
0.4141414141414142,0.4711895725829797,0.43645280427173283,0.5059263408942266
0.42424242424242425,0.484362567315174,0.4488558351658125,0.5198692994645355
0.43434343434343436,0.49753556204736815,0.46123602324189,0.5338351008528462
0.4444444444444445,0.5107085567795624,0.4735948323450492,0.5478222812140756
0.4545454545454546,0.5238815515117567,0.48593363853016824,0.5618294644933453
0.4646464646464647,0.537054546243951,0.4982537319192219,0.57585536056868
0.4747474747474748,0.549529199537063,0.5098558995198552,0.5892024995542708
0.48484848484848486,0.5616332303509818,0.5209193433555311,0.6023471173464324
0.494949494949495,0.5732352494715534,0.5311316094546373,0.6153388894884694
0.5050505050505051,0.5848372685921248,0.5410337793608075,0.6286407578234421
0.5151515151515152,0.5964392877126964,0.5506603832612951,0.6422181921640977
0.5252525252525253,0.6080413068332678,0.5600454343599885,0.6560371793065471
0.5353535353535354,0.6206507528096417,0.5710981228526764,0.670203382766607
0.5454545454545455,0.633532840972015,0.5826250175604165,0.6844406643836135
0.5555555555555556,0.645368028312248,0.5929887290073127,0.6977473276171834
0.5656565656565657,0.6563382309160541,0.6032868311288374,0.7093896307032709
0.5757575757575758,0.6667609508459311,0.6126918552030062,0.7208300464888561
0.5858585858585859,0.6785404407305071,0.622685803041783,0.7343950784192312
0.595959595959596,0.6889376615560465,0.6324355023655484,0.7454398207465447
0.6060606060606061,0.6977540545246487,0.645670385232729,0.7498377238165683
0.6161616161616162,0.7073873628265928,0.6542731865257319,0.7605015391274537
0.6262626262626263,0.72158447202826,0.6681793389097648,0.7749896051467553
0.6363636363636365,0.7281551713550402,0.6745034384986933,0.781806904211387
0.6464646464646465,0.7369639684431751,0.6873304161838669,0.7865975207024833
0.6565656565656566,0.7486763571421393,0.6955284908214231,0.8018242234628555
0.6666666666666667,0.756870128133666,0.7011245784813614,0.8126156777859707
0.6767676767676768,0.7643113444918499,0.7065277480396275,0.8220949409440723
0.686868686868687,0.7702135096289638,0.7136575205927981,0.8267694986651296
0.696969696969697,0.778415385195825,0.7195608192795632,0.8372699511120868
0.7070707070707072,0.7897111894940361,0.7372066163010974,0.8422157626869747
