Variables,Importance
results_ktlint_None_no-wildcard-imports,-0.0164
results_ktlint_None_no-semi,-0.0073
results_ktlint_None_no-unit-return,-0.0047
results_ktlint_None_no-consecutive-blank-lines,-0.0031
results_ktlint_None_paren-spacing,-0.0027
results_ktlint_None_modifier-order,-0.0008
results_ktlint_None_no-line-break-after-else,0.0000
results_ktlint_None_dot-spacing,0.0000
results_ktlint_None_range-spacing,0.0000
results_ktlint_None_no-blank-line-before-rbrace,0.0015
results_ktlint_None_comma-spacing,0.0019
results_ktlint_None_no-empty-class-body,0.0021
results_ktlint_None_no-multi-spaces,0.0021
results_ktlint_None_no-line-break-before-assignment,0.0025
results_ktlint_None_no-unused-imports,0.0031
results_ktlint_None_final-newline,0.0034
results_ktlint_None_curly-spacing,0.0037
results_ktlint_None_op-spacing,0.0038
results_ktlint_None_comment-spacing,0.0042
results_ktlint_None_parameter-list-wrapping,0.0060
results_ktlint_None_string-template,0.0178
results_ktlint_None_no-trailing-spaces,0.0201
results_ktlint_None_indent,0.0207
results_ktlint_None_import-ordering,0.0213
results_ktlint_None_colon-spacing,0.0217
results_ktlint_None_chain-wrapping,0.0274
results_ktlint_None_,0.0444
results_ktlint_None_keyword-spacing,0.0578
